Gene	Module
hapln3.s[hapln3(0.0)]	15
has2.l[has2(0.0)]	90
has2.s[has2(0.0)]	38
hat1.l[hat1(7e-55)]	33
hat1.s[hat1(0.0)]	14
haus7.1[haus7(2e-61)]	12
hbox10.s[hbox10(0.0)]	61
hbs1l.l[hbs1l(0.0)]	6
hbz.l[hba-l5(1e-172)]	78
hccs-like.l[hccs(0.0)]	3
hcfc1.1[hcfc1(2e-59)]	39
hcfc1.s[hcfc1(1e-61)]	39
hdac1.l[hdac1(1e-70)]	42
hdac1.s[hdac1(0.0)]	121
hdac3.s[hdac3(5e-147)]	46
hdac7.l[hdac7(8e-38)]	5
hdgf.l[hdgf(8e-35)]	1
hdgf.s[hdgf(0.0)]	1
hdgfrp2.l[hdgfrp2(0.0)]	116
hdgfrp2.s[hdgfrp2(0.0)]	3
hdlbp.l[hdlbp(0.0)]	7
hdlbp.s[hdlbp(0.0)]	7
heatr2-like.s[heatr2(0.0)]	22
heatr3.l[heatr3(0.0)]	3
heatr5b.l[heatr5b(6e-103)]	53
hebp1.l[hebp1(1e-100)]	49
hebp2.s[hebp2(0.0)]	10
hectd1.l[hectd1(0.0)]	21
hells.1[hells(6e-111)]	93
hells.l[hells(0.0)]	19
helz.l[helz(0.0)]	15
helz.s[helz(0.0)]	21
hepacam2.l[hepacam2(0.0)]	69
herc2.l[herc2(0.0)]	15
herc2.s[herc2(0.0)]	15
herc3-like.l[herc3(2e-155)]	50
herc4.l[herc4(0.0)]	1
herc4.s[herc4(0.0)]	1
herpud1.l[herpud1(3e-61)]	125
herpud1.s[herpud1(5e-108)]	125
hes1.l[hes1(1e-89)]	0
hes1.s[hes1(0.0)]	8
hes3-like.l	18
hes3-like.s	18
hes3.1.l[hes3.1(0.0)]	36
hes3.1.s[hes3.1(0.0)]	23
hes5.1.l[hes5.1(1e-74)]	23
hes5.1.s[hes5.1(1e-99)]	23
hes5.2.l[hes5.2(3e-71)]	19
hes5.2.s[hes5.2(1e-73)]	58
hes6.1.l[hes6.1(4e-169)]	20
hes6.1.s[hes6.1(0.0)]	20
hexdc.l[hexdc(0.0)]	78
hgf.l[hgf(0.0)]	5
hgf.s[hgf(2e-65)]	4
hgs.l[hgs(2e-114)]	16
hhla2.s[hhla2(0.0)]	9
hiat1.l[hiat1(0.0)]	16
hiat1.s[hiat1(0.0)]	7
hiatl1.l[hiatl1(1e-149)]	78
hiatl1.s[hiatl1(1e-134)]	78
hibadh.l[hibadh(0.0)]	1
hibadh.s[hibadh(0.0)]	1
hic2.l[hic2(0.0)]	5
hic2.s[hic2(0.0)]	4
hid1.l[c17orf28(0.0)]	5
hid1.s[c17orf28(0.0)]	4
hif1a.l[hif1a(0.0)]	12
hif1a.s[hif1a(3e-75)]	20
hif1an.s[hif1an(0.0)]	2
higd1a.l[higd1a(3e-143)]	5
higd1a.s[higd1a(6e-134)]	9
hipk3.l[hipk3(0.0)]	115
hist1h2aa.l[hist1h2aa(0.0)]	1
hk1.l[hk1(7e-160)]	22
hk2.l[hk2(0.0)]	54
hk2.s[hk2(0.0)]	4
hltf.l[hltf(0.0)]	69
hmbox1-like.1.s	37
hmg20a.l[hmg20a(0.0)]	25
hmga2.1.l[hmga2(5e-93)]	5
hmgb3.l[hmgb3(0.0)]	3
hmgb3.s[hmgb3(6e-122)]	71
hmgn2.l[hmgn2(9e-69)]	29
hmgn2.s[hmgn2(0.0)]	29
hmgxb4.s[hmgxb4(0.0)]	24
hmmr.l[hmmr(0.0)]	24
hn1.l[hn1(0.0)|sumo2(0.0)]	17
hn1l.l[hn1l(0.0)]	104
hn1l.s[hn1l(0.0)]	13
hnf1b.l[hnf1b(0.0)]	95
hnf1b.s[hnf1b(0.0)]	95
hnrnpa0.1[hnrnpa0(0.0)]	3
hnrnpa0.s[hnrnpa0(0.0)]	3
hnrnpa1.l[hnrnpa1(8e-121)]	11
hnrnpa1.s[hnrnpa1(0.0)]	11
hnrnpa3.l[hnrnpa3(0.0)]	16
hnrnpa3.s[hnrnpa3(0.0)]	2
hnrnpab.1[hnrnpab(0.0)]	14
hnrnpab.s[hnrnpab(0.0)]	80
hnrnpd.l[hnrnpd(5e-43)]	11
hnrnph1.l[hnrnph1(0.0)]	40
hnrnph1.s[hnrnph1(0.0)]	80
hnrnpl.l[hnrnpl(0.0)]	11
hnrnpl.s[hnrnpl(0.0)]	80
hnrnpul1.s[hnrnpul1(0.0)]	80
hnrnpul2.l[hnrnpul2(1e-59)]	10
hnrnpul2.s[hnrnpul2(0.0)]	80
homez.l[ensxetg00000032400(0.0)]	8
homez.s[ensxetg00000032400(3e-131)]	24
hook1.l[hook1(0.0)]	5
hook2-like.1[hook2(0.0)]	9
hook2-like.l[hook2(0.0)]	1
hook3-like.l[hook3(0.0)]	5
hoxa1.l[hoxa1(1e-54)]	23
hoxa1.s[hoxa1(0.0)]	23
hoxa3.l[hoxa3(0.0)]	95
hoxa3.s[hoxa3(0.0)|hoxa7(1e-114)]	95
hoxa7.l[hoxa7(2e-119)]	23
hoxa7.s[hoxa7(0.0)]	23
hoxa9.l[hoxa9(0.0)]	23
hoxa9.s[hoxa9(2e-109)]	23
hoxb1.l[hoxb1(0.0)]	51
hoxb1.s[hoxb1(0.0)]	51
hoxb3.s[hoxb3(0.0)]	95
hoxb6.l[hoxb6(6e-57)]	23
hoxb6.s[hoxb6(0.0)]	23
hoxb7.l[hoxb8(0.0)|hoxc6(2e-41)]	23
hoxb8.s[hoxb8(0.0)]	23
hoxc4.l[hoxc4(2e-173)]	23
hoxc5.l[hoxc5(0.0)|hoxc6(0.0)|hoxc8(0.0)]	23
hoxc5.s[hoxc5(0.0)|hoxc6(0.0)]	23
hoxc8.l[hoxc8(0.0)|hoxc9(0.0)]	23
hoxc8.s[hoxc8(0.0)]	23
hoxc9.l[hoxc9(0.0)]	23
hoxc9.s[hoxc9(0.0)]	23
hoxd1.l[hoxd1(0.0)]	23
hoxd1.s[hoxd1(2e-137)]	23
hoxd3.l[hoxd3(0.0)|hoxd4(0.0)]	95
hoxd3.s[hoxd3(0.0)|hoxd4(3e-147)]	95
hoxd4.s[hoxd4(0.0)]	23
hpgd.l[hpgd(1e-60)]	1
hpgd.s[hpgd(1e-59)]	3
hpgds.l[hpgds(0.0)]	6
hpgds.s[hpgds(0.0)]	78
hprt1.l[hprt1(1e-32)]	13
hps1.s[hps1(1e-46)]	1
hps3.l[hps3(3e-33)]	16
hps4.l[hps4(1e-57)]	18
hs1bp3.s	71
hs6st1.l[hs6st1(0.0)]	38
hs6st1.s[hs6st1(1e-130)]	4
hsbp1.l[hsbp1(0.0)]	11
hscb.l[hscb(1e-93)]	30
hsd17b10.1[hsd17b10(0.0)]	10
hsd17b10.s[hsd17b10(0.0)]	12
hsdl2.1[hsdl2(2e-97)]	10
hsf1.l[hsf1(0.0)]	59
hsf1.s[hsf1(0.0)]	59
hsf2.2.l[hsf2.2(0.0)]	14
hsf2.l[hsf2(4e-38)]	76
hsp90aa1.1.l[hsp90aa1.1(0.0)]	13
hsp90ab1.l[hsp90ab1(3e-132)]	3
hsp90ab1.s[hsp90ab1(1e-41)]	60
hspa13.l[hspa13(1e-26)]	9
hspa14.l[hspa14(0.0)]	13
hspa14.s[hspa14(0.0)]	16
hspa4.l[hspa4(1e-28)]	13
hspa4.s[hspa4(4e-92)]	122
hspa5.l[hspa5(0.0)]	7
hspa5.s[hspa5(0.0)]	7
hspa8.l[hspa8(7e-170)]	2
hspa8.s[hspa8(0.0)]	2
hspa9.l[hspa9(0.0)]	116
hspa9.s[hspa9(0.0)]	2
hspbp1.l[hspbp1(0.0)]	29
hspe1.l[hspe1(1e-126)]	3
hspe1.s[hspe1(3e-164)]	3
hsph1.l[hsph1(0.0)]	27
hsph1.s[hsph1(0.0)]	27
htatip2.l[htatip2(0.0)]	9
htatsf1.s[htatsf1(0.0)]	2
hunk.l[hunk(0.0)]	68
hunk.s[hunk(0.0)]	35
huwe1.1[huwe1(6e-59)]	15
huwe1.s[huwe1(3e-79)]	15
hyal2.l[hyal2(0.0)]	23
hyal2.s[hyal2(0.0)]	18
hyal4.l[hyal4(0.0)]	63
hydin.s[hydin(2e-46)]	22
hyou1.1[hyou1(0.0)]	5
hyou1.l[hyou1(1e-143)]	4
hypk.l[c15orf63(0.0)]	11
hypk.s[c15orf63(0.0)]	27
iars.l[iars(2e-106)]	104
iars.s[iars(5e-108)]	104
ick-like.l[ick(0.0)]	8
icmt.s[icmt(0.0)]	0
id2.l[id2(7e-97)]	123
id2.s[id2(2e-80)]	4
id4.s[id4(4e-41)]	5
ide.l[ide(2e-131)]	1
ide.s[ide(2e-126)]	8
idh2.l[idh2(0.0)]	11
idh2.s[idh2(0.0)]	1
idh3a.s[idh3a(2e-95)]	2
idh3b.s[idh3b(0.0)]	11
idh3g.s[idh3g(0.0)]	12
idi1.s[idi1(5e-130)]	1
ier2.1	11
ier2.l[ier2(7e-136)]	3
ier5.l[ier5(0.0)]	3
ier5.s[ier5(1e-53)]	3
ier5l.1[ier5l(1e-155)]	68
ier5l.s[ier5l(0.0)]	68
ifi30.l[ifi30(0.0)]	1
ifrd1.s[ifrd1(3e-148)]	13
ift122.l[ift122(0.0)]	72
ift172.l[ift172(0.0)]	72
ift46-like.1[ift46(5e-71)]	56
ift88.s[ift88(0.0)]	22
igbp1.l[igbp1(0.0)]	2
igf1r.l[igf1r(0.0)]	74
igf2bp3.1[igf2bp3(0.0)]	89
igf2bp3.l[igf2bp3(3e-173)]	89
igf2r.l[igf2r(0.0)]	5
igf3.l[igf3(6e-39)]	45
igfbpl1.l[igfbpl1(0.0)]	55
igsf9.l[igsf9(9e-43)]	88
igsf9.s[igsf9(4e-82)]	95
ik.l[ik(3e-118)]	3
ikbkb.l[ikbkb(0.0)]	65
il11ra.l[il11ra(4e-25)]	15
il6st.l[il6st(9e-167)]	48
ilvbl.l[ilvbl(0.0)]	1
immt-like.l[immt(1e-160)]	1
immt-like.s[immt(2e-145)]	1
imp3.l[imp3(1e-103)]	11
imp3.s[imp3(1e-109)]	28
imp4.s[imp4(0.0)]	11
impa1.l[impa1(0.0)]	2
impa2.l[impa2(0.0)]	12
impad1.l[impad1(3e-116)]	60
impdh2.l[impdh2(0.0)]	14
impdh2.s[impdh2(1e-109)]	17
incenp.l[incenp(0.0)]	62
incenp.s[incenp(0.0)]	3
inip.1[c9orf80(1e-74)]	11
ino80.1[ino80(2e-76)]	21
ino80.l[ino80(5e-83)]	21
inpp5a.1.s[inpp5a.1(7e-160)]	81
inppl1.l	90
insm1.l[insm1(0.0)]	58
insm1.s[insm1(2e-64)]	58
insr.l[insr(0.0)]	15
insrr.l[insrr(0.0)]	6
ints1.l[ints1(5e-179)]	15
ints10-like.l[ints10(0.0)]	100
ints2.s[ints2(0.0)]	60
ints3.l[ints3(0.0)]	84
ints5-like.l[ints5(0.0)]	99
ints7.s[ints7(0.0)]	40
ints8.s[ints8(1e-84)]	26
ip6k2.l[ip6k2(2e-106)]	33
ip6k2.s[ip6k2(0.0)]	3
ipmk.l[ipmk(0.0)]	83
ipo4.l[ipo4(3e-119)]	130
ipo5.l[ipo5(0.0)]	8
ipo5.s[ipo5(0.0)]	102
ipo7.l[ipo7(0.0)]	21
ipo7.s[ipo7(0.0)]	8
ipo9.l[ipo9(0.0)]	6
ipo9.s[ipo9(0.0)]	1
iqgap1-like.1.l[iqgap1(0.0)]	54
iqgap1-like.1.s[iqgap1(0.0)]	53
iqgap2.l[iqgap2(0.0)]	83
iqgap2.s[iqgap2(0.0)]	83
iqub-like.l[iqub(0.0)]	22
irf2bpl.l[irf2bpl(0.0)]	5
irf2bpl.s[irf2bpl(5e-118)]	5
irf5.s[irf5(0.0)]	45
irf6.2.s[irf6.2(6e-35)]	53
irf6.l[irf6(0.0)|irf6.2(0.0)]	112
irf6.s[irf6(2e-151)]	1
irs4.l[irs4(0.0)]	97
irs4.s[irs4(0.0)]	6
irx1.l[irx1(0.0)]	19
irx1.s[irx1(0.0)]	0
irx2.l[irx2(0.0)]	24
irx2.s[irx2(0.0)]	24
irx3.l[irx3(5e-157)]	19
irx3.s[irx3(3e-112)]	19
irx4.s[irx4(0.0)]	7
isca1.l[isca1(0.0)]	3
iscu.l[iscu(5e-39)]	2
iscu.s[ficd(0.0)|iscu(0.0)]	31
isg20l2.l	3
isg20l2.s	3
isl1.l[isl1(1e-133)]	5
isl1.s[isl1(1e-110)]	5
ism2.l[ism2(0.0)]	4
ist1.l[kiaa0174(0.0)]	119
isy1.1[cecr5(0.0)|isy1(9e-150)]	28
itch.l[itch(0.0)]	5
itga3.l[itga3(2e-57)]	22
itga3.s[itga3(4e-49)]	107
itga4.l[itga4(1e-74)]	124
itga4.s[itga4(5e-73)]	124
itga5.l[itga5(9e-110)]	5
itga5.s[itga5(3e-121)]	5
itga6.l[itga6(0.0)]	19
itga6.s[itga6(0.0)]	95
itgav.l[itgav(0.0)]	129
itgb1bp2.l[ensxetg00000020872(0.0)|itgb1bp2(0.0)]	112
itgb3bp-like.l	135
itln1.l[itln2(0.0)|itln1(0.0)]	4
itm2a.l[itm2a(3e-22)]	31
itm2a.s[itm2a(1e-127)]	6
itm2b.l[itm2b(0.0)]	10
itpr3.s[ensxetg00000018719(0.0)|itpr3(1e-62)]	4
itprip.l[itprip(0.0)]	20
itprip.s[itprip(0.0)]	126
ivd.s[ivd(0.0)]	49
iws1.l[iws1(2e-56)]	33
iws1.s[iws1(0.0)]	33
jade3.l[phf16(0.0)]	48
jag1.l[jag1(0.0)]	19
jagn1.l[ensxetg00000029961(0.0)]	28
jam3.s	46
jmjd1c.l[jmjd1c(4e-45)]	115
jmjd1c.s[jmjd1c(9e-47)]	15
jmjd3.1[kdm6b(3e-52)]	15
jmjd3.l[kdm6b(3e-78)]	59
jmjd6.s[jmjd6(2e-60)]	40
junb.1[junb(4e-30)]	3
junb.l[junb(0.0)]	3
jup.l[jup(3e-78)]	73
jup.s[jup(0.0)]	36
kal1.l[kal1(8e-47)]	5
kalrn.l[ensxetg00000027283(0.0)|kalrn(3e-169)]	45
kalrn.s[ensxetg00000027283(8e-73)|kalrn(3e-23)]	74
kars.l[kars(0.0)]	2
kars.s[kars(0.0)]	2
kat2a.l[kat2a(3e-129)]	13
kat2a.s[kat2a(8e-53)]	48
kat5.l[kat5(1e-117)]	33
kat6a.l	39
kat6a.s	39
kazn.l[kazn(8e-85)]	5
kbtbd2.l[kbtbd2(0.0)]	85
kbtbd7.l[kbtbd7(0.0)]	10
kcmf1.l[kcmf1(0.0)]	67
kcnab2-like.l[kcnab2(0.0)]	75
kcne1-like.l	0
kcnj15-like.l[kcnj15(0.0)]	4
kcnk6.s[kcnk6(0.0)]	41
kcnq1-like.l[kcnq1(0.0)]	102
kcp.l[kcp(9e-33)]	19
kctd10.l[kctd10(0.0)]	2
kctd10.s[kctd10(0.0)]	11
kctd15.1[kctd15(3e-87)]	4
kctd15.l[kctd15(0.0)]	4
kctd5.s[kctd5(5e-170)]	12
kdelr1.l[kdelr1(0.0)]	70
kdelr3.l[kdelr3(0.0)]	73
kdm1a-like.l[kdm1a(0.0)]	42
kdm1a-like.s[kdm1a(0.0)]	18
kdm2a.l[ensxetg00000031050(0.0)|kdm2a(0.0)]	8
kdm2a.s[ensxetg00000031050(0.0)|kdm2a(0.0)]	58
kdm3a-like.l[kdm3a(1e-177)]	137
kdm3a-like.s[kdm3a(6e-166)]	137
kdm3b-like.l[kdm3b(0.0)]	8
kdm3b-like.s[kdm3b(0.0)]	26
kdm5a-like.1.1[kdm5a(8e-92)]	66
kdm5a-like.1.s[kdm5a(4e-90)]	66
kdm5b.l[kdm5b(5e-168)]	85
kdm5b.s[kdm5b(2e-161)]	26
kdm5c.1[kdm5c(3e-90)]	22
kdm5c.s[kdm5c(1e-29)]	7
kdm6a.l[kdm6a(0.0)]	66
kdm6a.s[kdm6a(0.0)]	99
kdsr.l[kdsr(0.0)]	6
khdrbs1.l[khdrbs1(0.0)]	25
khdrbs1.s[khdrbs1(0.0)]	40
kiaa0020.1[kiaa0020(1e-48)]	100
kiaa0020.l[kiaa0020(0.0)]	116
kiaa0100-like.l[kiaa0100(0.0)]	5
kiaa0101.l[kiaa0101(2e-152)]	14
kiaa0101.s[kiaa0101(3e-121)]	17
kiaa0195-like.l[kiaa0195(0.0)]	59
kiaa0226l.l	6
kiaa0226l.s	9
kiaa0232-like.l[kiaa0232(1e-104)]	115
kiaa0232-like.s[kiaa0232(0.0)]	96
kiaa0319l.l	133
kiaa0319l.s	12
kiaa0355-like.l[kiaa0355(0.0)]	137
kiaa0368.l[kiaa0368(0.0)]	98
kiaa0430.l[marf1(7e-87)]	26
kiaa0430.s[marf1(0.0)]	101
kiaa0753.s[kiaa0753(2e-155)]	69
kiaa1107.l[btbd8(2e-23)]	1
kiaa1143.s[kiaa1143(0.0)]	33
kiaa1161.1[kiaa1161(0.0)]	6
kiaa1191.l[kiaa1191(2e-128)]	3
kiaa1191.s[kiaa1191(8e-118)]	42
kiaa1217-like.l[kiaa1217(3e-46)]	15
kiaa1217-like.s[kiaa1217(0.0)]	5
kiaa1279.s[kiaa1279(0.0)]	5
kiaa1324.l[kiaa1324(1e-148)]	87
kiaa1324.s[kiaa1324(0.0)]	50
kiaa1429.l[kiaa1429(0.0)]	66
kiaa1429.s[kiaa1429(4e-34)]	66
kiaa1432-like.s[kiaa1432(0.0)]	8
kiaa1456.l[kiaa1456(0.0)]	3
kiaa1522-like.l[kiaa1522(7e-144)]	122
kiaa1524.l[kiaa1524(0.0)]	76
kiaa1671.l[kiaa1671(0.0)]	53
kiaa1731.1	5
kiaa1755-like.1[ensxetg00000032893(0.0)]	19
kidins220.s[kidins220(0.0)]	1
kif11.l[kif11(0.0)]	106
kif11.s[kif11(0.0)]	103
kif18a.l[kif18a(7e-117)]	109
kif1b-like.l[kif1b(0.0)]	15
kif1c.1[kif1c(0.0)]	22
kif20a-like.l[kif20a(3e-88)]	24
kif20a-like.s[kif20a(2e-21)]	1
kif20b-like.s[kif20b(0.0)]	6
kif21a.l[kif21a(4e-34)]	45
kif26a-like.l[kif26a(4e-65)]	23
kif26a-like.s[kif26a(4e-55)]	23
kif2c.l[kif2c(1e-36)]	25
kif2c.s[kif2c(8e-33)]	2
kif5b.l[kif5b(0.0)]	15
kif5b.s[kif5b(0.0)]	108
kifc1.l[kifc1(0.0)]	24
kin.s[kin(5e-95)]	33
kirrel.l[kirrel(0.0)]	55
kitlg.l[kitlg(3e-90)]	9
kitlg.s[kitlg(9e-86)]	9
klb.l[klb(0.0)]	96
klf10.s[klf10(0.0)]	8
klf11.l[klf11(1e-83)]	46
klf13.s[klf13(0.0)]	8
klf15.2.s[klf15.2(0.0)]	4
klf5.l[klf5(6e-33)]	35
klf5.s[klf5(2e-25)]	35
klf6.l	4
klf6.s	4
klhdc4.l[klhdc4(0.0)]	100
klhl15.l[klhl15(0.0)]	42
klhl18.l[klhl18(9e-61)]	3
klhl20.s[klhl20(0.0)]	8
klhl31-like.l[klhl31(0.0)]	34
klhl36-like.s[klhl36(0.0)]	7
klhl41.l[kbtbd10(0.0)]	34
klhl8.l[klhl8(0.0)]	69
kmt2a.l[mll(0.0)]	5
kmt2c.l[mll3(0.0)]	115
kmt2c.s[mll3(0.0)]	21
kmt2e-like.l[mll5(3e-75)]	21
kmt2e-like.s[mll5(2e-32)]	21
kndc1.l[kndc1(1e-47)]	96
knop1.l[ensxetg00000030729(0.0)]	3
kpna2.l[kpna2(0.0)]	13
kpna2.s[kpna2(5e-84)]	2
kpna3.l[kpna3(0.0)]	89
kpna3.s[kpna3(0.0)]	18
kpna4.l[kpna4(0.0)]	76
kpna4.s[kpna4(8e-40)]	76
kpna6.l[kpna6(0.0)]	130
kpna6.s[kpna6(0.0)]	130
kpna7.l[kpna7(0.0)]	6
kpna7.s[kpna7(0.0)]	12
kpnb1.l[kpnb1(0.0)|tbkbp1(0.0)]	13
kpnb1.s[kpnb1(9e-45)|npepps(0.0)]	13
kremen2.l[kremen2(0.0)]	23
kremen2.s[kremen2(0.0)]	23
krr1.s[krr1(0.0)]	3
krt.l[krt(0.0)]	4
krt.s[krt(2e-42)]	4
krt12.l[krt12(0.0)]	4
krt12.s[krt12(0.0)]	4
krt16.s[krt16(0.0)]	31
krt18.l[krt18(0.0)]	9
krt18.s[krt18(0.0)]	7
krt222-like.s	5
krt5.1-like.2.l[xb-gene-5954653(5e-104)]	27
krt5.1-like.2.s[xb-gene-5954653(0.0)]	11
krt5.7.l[krt5.7(0.0)]	4
krt5.7.s[krt5.7(0.0)]	4
krt8.2.s[krt8.2(6e-141)]	4
krt8.l[krt8(6e-90)]	9
krt8.s[krt8(0.0)]	7
ksr1.l[ksr1(0.0)]	48
kti12.l[kti12(0.0)]	1
l3mbtl3.s[l3mbtl3(2e-89)]	24
lage3.l	3
lama1-like.l[lama1(0.0)]	88
lamb1.l[lamb1(0.0)]	1
lamb1.s[lamb1(0.0)]	31
lamc1.l[lamc1(3e-86)]	89
lamc1.s[lamc1(3e-86)]	117
lamp2.s[lamp2(0.0)]	1
lamtor1.s[lamtor1(5e-37)]	1
larp1.l[larp1(4e-45)]	123
larp1.s[larp1(4e-25)]	37
larp4.l[larp4(0.0)]	15
larp4.s[larp4(0.0)]	5
larp4b.l[larp4b(0.0)]	37
larp6.l[larp6(0.0)]	4
larp6.s[larp6(5e-69)]	61
larp7.l[larp7(0.0)]	25
lars.l[lars(0.0)]	134
lasp1.l[lasp1(0.0)]	35
lasp1.s[lasp1(7e-65)]	52
lats1.s[lats1(3e-121)]	66
lats2.l[lats2(0.0)]	4
lbh.l[lbh(3e-120)]	36
lbh.s[lbh(5e-179)]	3
lcor-like.l[lcor(7e-39)]	79
lcor-like.s[lcor(2e-55)]	15
ldb1.l[ldb1(0.0)]	18
ldb1.s[ldb1(9e-43)]	1
ldb3-like.1.l[ldb3(3e-33)]	34
lef1.l[lef1(0.0)]	41
lefty.l[lefty(3e-165)]	47
lefty.s[lefty(0.0)]	47
lemd3.l[lemd3(1e-92)]	97
lemd3.s[lemd3(4e-88)]	25
leo1.l[leo1(0.0)]	33
leo1.s[leo1(0.0)]	33
lepre1.l[lepre1(0.0)]	110
leprel4.l[leprel4(0.0)]	107
leprotl1.s	109
letm1.l[letm1(0.0)]	26
letm1.s[letm1(0.0)]	24
letm2.l[letm2(9e-64)]	1
letm2.s[letm2(9e-78)]	7
lfng.l[lfng(0.0)]	19
lfng.s[lfng(0.0)]	18
lgals3.l[lgals3(3e-167)]	36
lhx1.l[lhx1(6e-113)]	23
lhx1.s[lhx1(0.0)]	23
lhx2.l[lhx2(0.0)]	38
lhx2.s[lhx2(0.0)]	38
lhx5.l[lhx5(0.0)]	24
lhx5.s[lhx5(0.0)]	1
lifr.l[lifr(0.0)]	20
lifr.s[lifr(0.0)]	108
lig1.l[lig1(2e-46)]	8
lig3.l[lig3(0.0)]	43
lima1.l[lima1(6e-165)]	117
lima1.s[lima1(0.0)]	83
limk2.s[limk2(5e-158)]	8
lin28a.l[lin28a(0.0)]	23
lin28a.s[lin28a(0.0)]	20
lin28b.l[lin28b(1e-90)]	48
lin28b.s[lin28b(2e-93)]	74
lin9.l[lin9(6e-134)]	0
lin9.s[lin9(0.0)]	38
liph.l[liph(0.0)]	4
litaf.l[litaf(2e-66)]	124
litaf.s[litaf(0.0)]	58
llph.s	2
lman2.l[lman2(0.0)]	70
lman2.s[lman2(1e-85)]	30
lman2l.l[lman2l(0.0)]	9
lman2l.s[lman2l(0.0)]	14
lmbr1l.l[lmbr1l(5e-97)]	24
lmbr1l.s[lmbr1l(0.0)]	7
lmbrd1.l[lmbrd1(0.0)]	1
lmbrd2.l[lmbrd2(0.0)]	5
lmf2.l[lmf2(5e-80)]	130
lmf2.s[lmf2(0.0)]	2
lmo4.2.l[lmo4.2(1e-114)]	20
lmo4.2.s[lmo4.2(2e-104)]	20
lmtk2.l[lmtk2(0.0)]	96
lmx1b.1.l[lmx1b.1(0.0)]	51
lmx1b.1.s[lmx1b.1(3e-66)]	51
lnx1.l[lnx1(0.0)]	9
loc100036636.l[proser2(2e-111)]	5
loc100036640.l[qser1(0.0)]	59
loc100036671.s[dusp8(0.0)]	9
loc100036701.l	5
loc100036701.s	48
loc100036715.l[ensxetg00000030608(0.0)]	37
loc100036715.s[ensxetg00000030608(3e-99)]	37
loc100037907.s[xb-gene-961613(0.0)]	58
loc100124772.s[rab6a(1e-25)]	5
loc100124848-like.l[cald1(0.0)]	5
loc100125081.l[xb-gene-5874358(4e-87)]	40
loc100125081.s[xb-gene-5874358(4e-165)]	126
loc100127564.l[ensxetg00000034150(1e-156)]	63
loc100127584-like.l[akap12(0.0)]	18
loc100127584-like.s[akap12(2e-34)]	20
loc100127651.l[xb-gene-5921670(5e-166)]	7
loc100127690.l[sap130(3e-21)]	21
loc100127690.s[sap130(0.0)]	59
loc100135120.s[xb-gene-5729192(3e-21)|higd2a(2e-62)]	64
loc100135149.l[xb-gene-5867424(0.0)]	10
loc100135171.l[nol8(1e-82)]	131
loc100135223.l[ensxetg00000033176(2e-115)]	70
loc100135371.l[ensxetg00000000764(4e-99)|xb-gene-5839288(1e-84)]	5
loc100135404.s[pdap1(0.0)]	2
loc100144286.l[ensxetg00000032413(0.0)]	12
loc100144919.l[sult2b1(0.0)]	6
loc100145023.l[clasrp(7e-134)]	16
loc100145044.l[fbrs(0.0)]	84
loc100145044.s[fbrs(0.0)]	84
loc100145110.s[xb-gene-5780652(0.0)]	17
loc100145112.l[dohh(9e-124)]	49
loc100145115.l[ensxetg00000023220(0.0)]	73
loc100145118.s[casp8ap2(6e-79)]	99
loc100145141.s[tceanc2(0.0)]	24
loc100145144.s[ensxetg00000032376(0.0)]	28
loc100145148.l[ensxetg00000030609(0.0)]	8
loc100145149.l[xb-gene-5852427(0.0)]	1
loc100145161.s[xb-gene-5727065(0.0)]	10
loc100145162.l[ensxetg00000031917(0.0)|ep400(6e-127)]	77
loc100145162.s[ensxetg00000031917(0.0)]	66
loc100145165.s[ensxetg00000032692(0.0)]	92
loc100145174.l[xb-gene-5789558(2e-156)]	99
loc100145219.l[ube2k(0.0)]	69
loc100145219.s[ube2k(0.0)]	3
loc100145442.l	58
loc100145466.l[nfkbie(6e-95)]	1
loc100145489.l[gna13(0.0)]	1
loc100145489.s[gna13(0.0)]	57
loc100145527.s[xb-gene-5885309(5e-180)]	135
loc100145533.s[ensxetg00000000764(2e-27)]	4
loc100145611.l[ensxetg00000022019(0.0)]	114
loc100145628.l[zc3h4(0.0)]	21
loc100145628.s[zc3h4(0.0)]	21
loc100145664-like.l[numa1(0.0)]	37
loc100145664-like.s[numa1(0.0)]	129
loc100145689.l[cog4(7e-134)]	7
loc100145701.l[xb-gene-996589(0.0)]	4
loc100145748.l[suv420h2(8e-97)]	8
loc100145748.s[suv420h2(0.0)]	47
loc100145754.l[kiaa2018(0.0)]	37
loc100145754.s[kiaa2018(0.0)]	37
loc100145763.l[xb-gene-5767035(0.0)|fam124b(1e-51)]	20
loc100158546.l[cnot3(1e-151)]	77
loc100158546.s[cnot3(5e-141)]	85
loc100158552.l[kiaa1310(2e-180)]	86
loc100158563.s[pwp2(2e-45)]	13
loc100158565.l[fam208b(5e-75)]	8
loc100170420.s[xb-gene-5909791(3e-112)]	16
loc100170445.l[c3orf55(2e-106)]	24
loc100170502.l[spag17(0.0)]	22
loc100170576.l[ensxetg00000004330(1e-74)]	51
loc100170590.l[ensxetg00000027093(9e-53)]	20
loc100216076.l[ensxetg00000005662(0.0)]	81
loc100216076.s[ensxetg00000005662(0.0)]	15
loc100216141.s	81
loc100216148.l[ensxetg00000030844(0.0)]	119
loc100216148.s[ensxetg00000030844(0.0)]	4
loc100216277.s[ino80b(1e-139)]	30
