Gene	Module
xelaev18030509m.g	59
xelaev18030513m.g[snora16(9e-48)|snora44(6e-45)|snora9(2e-47)|snord99(7e-22)]	13
xelaev18030544m.g	23
xelaev18030546m.g[setd2(4e-91)]	59
xelaev18030588m.g[ensxetg00000006158(6e-38)|obscn(6e-173)]	34
xelaev18030614m.g[sepn1(0.0)]	48
xelaev18030630m.g[myd88(0.0)]	73
xelaev18030666m.g[paxip1(2e-27)]	26
xelaev18030692m.g[esyt2(0.0)]	107
xelaev18030725m.g[nrp1(0.0)]	74
xelaev18030727m.g[itgb1(8e-75)]	31
xelaev18030771m.g[enkur(0.0)]	22
xelaev18030782m.g[msrb2(5e-57)]	63
xelaev18030811m.g[stam(6e-53)]	16
xelaev18030881m.g[pon2(2e-161)]	12
xelaev18030908m.g[tmem106b(0.0)]	6
xelaev18030915m.g[etv1(4e-83)]	45
xelaev18030927m.g[tra2a(0.0)]	25
xelaev18030977m.g[hnrnpa2b1(0.0)]	121
xelaev18030995m.g[hoxa10(6e-93)]	23
xelaev18031002m.g[tax1bp1(1e-23)]	9
xelaev18031023m.g[ankrd28(0.0)]	1
xelaev18031036m.g[rab5a(0.0)]	1
xelaev18031043m.g[ube2e1(0.0)]	2
xelaev18031064m.g[slc4a7(0.0)]	8
xelaev18031093m.g[cnot10(7e-87)]	103
xelaev18031095m.g[trim71(1e-24)]	31
xelaev18031149m.g[ctnnb1(0.0)]	1
xelaev18031155m.g[eif1b(0.0)]	3
xelaev18031167m.g[zdhhc3(0.0)]	9
xelaev18031169m.g[cul1(0.0)]	1
xelaev18031181m.g[blvra(0.0)]	111
xelaev18031253m.g[xb-gene-5727893(5e-111)]	14
xelaev18031319m.g[pdia4(0.0)]	4
xelaev18031449m.g[med10(1e-138)]	34
xelaev18031467m.g[znf622(0.0)]	10
xelaev18031478m.g	32
xelaev18031480m.g	32
xelaev18031545m.g[marveld3(0.0)]	73
xelaev18031557m.g[serpinb6(0.0)]	1
xelaev18031579m.g[prpf4b(0.0)]	99
xelaev18031616m.g[ssr1(0.0)]	36
xelaev18031629m.g[eef1e1(2e-105)]	2
xelaev18031632m.g[slc35b3(8e-114)]	56
xelaev18031635m.g[tfap2a(0.0)]	4
xelaev18031639m.g[pak1ip1(4e-93)]	2
xelaev18031666m.g[phactr1(0.0)]	6
xelaev18031684m.g[jarid2(4e-47)]	77
xelaev18031694m.g[nup153(7e-177)]	66
xelaev18031711m.g[mboat1(3e-68)]	4
xelaev18031753m.g[sall3(0.0)]	45
xelaev18031809m.g[rnmt(0.0)]	14
xelaev18031842m.g[ppp4r1(1e-129)]	26
xelaev18031845m.g[vapa(0.0)]	73
xelaev18031863m.g[epb41l3(8e-110)]	75
xelaev18031884m.g[smchd1(0.0)]	15
xelaev18031898m.g[greb1l(0.0)]	8
xelaev18031908m.g[rbbp8(0.0)]	5
xelaev18031953m.g[cdh2(4e-78)]	48
xelaev18031966m.g[trappc8(1e-49)]	5
xelaev18031998m.g[snai2(0.0)]	51
xelaev18032014m.g[tcea1(0.0)]	71
xelaev18032016m.g[lypla1(0.0)]	1
xelaev18032045m.g[sdcbp(1e-87)]	104
xelaev18032101m.g[ncoa2(8e-61)]	4
xelaev18032129m.g[zbtb10(0.0)]	138
xelaev18032135m.g[pag1(0.0)]	110
xelaev18032187m.g[rbm12b(0.0)]	10
xelaev18032188m.g[rbm12(0.0)|rbm12b(0.0)|rbm12b(0.0)]	33
xelaev18032190m.g[rbm12b(0.0)]	93
xelaev18032192m.g[rbm12b(0.0)|rbm12b(0.0)]	0
xelaev18032193m.g[rbm12b(0.0)]	5
xelaev18032220m.g[stk3(0.0)]	129
xelaev18032230m.g	2
xelaev18032263m.g[atp6v1c1(0.0)]	70
xelaev18032295m.g[pkhd1l1(0.0)]	5
xelaev18032309m.g	107
xelaev18032354m.g[cat2(0.0)]	114
xelaev18032361m.g[myc(0.0)]	51
xelaev18032447m.g[ensxetg00000033856(6e-110)]	4
xelaev18032474m.g	4
xelaev18032538m.g	19
xelaev18032551m.g[eppk1(0.0)]	4
xelaev18032556m.g[ensxetg00000000764(4e-25)]	4
xelaev18032563m.g[cpsf1(0.0)]	16
xelaev18032569m.g	21
xelaev18032570m.g	12
xelaev18032572m.g[ensxetg00000032922(9e-53)]	4
xelaev18032592m.g[abcf2(3e-176)]	3
xelaev18032610m.g[ensxetg00000030861(2e-162)]	5
xelaev18032619m.g[ensxetg00000033357(5e-33)]	1
xelaev18032621m.g[znf484(9e-59)]	126
xelaev18032631m.g[znf484(4e-52)]	93
xelaev18032632m.g[znf484(6e-57)]	93
xelaev18032642m.g[znf33a(4e-48)]	14
xelaev18032645m.g[ensxetg00000030842(8e-33)]	19
xelaev18032647m.g[znf585b(1e-62)]	1
xelaev18032654m.g[ensxetg00000031315(0.0)]	1
xelaev18032658m.g[ensxetg00000025282(3e-35)|xb-gene-5822524(8e-25)]	0
xelaev18032660m.g[mgc145518(0.0)]	18
xelaev18032667m.g[ensxetg00000023597(1e-29)|ensxetg00000031310(2e-53)|ensxetg00000032793(1e-28)|xb-gene-5823762(4e-29)]	26
xelaev18032668m.g[ensxetg00000023597(1e-31)|xb-gene-5823762(3e-55)]	94
xelaev18032700m.g[ensxetg00000002695(7e-102)]	117
xelaev18032701m.g[ensxetg00000010805(0.0)]	112
xelaev18032721m.g[snora16(2e-47)|snora61(2e-24)|snora9(4e-45)|snord99(2e-22)]	2
xelaev18032730m.g[bcas2(2e-42)|ndufb10(1e-180)]	28
xelaev18032749m.g[setd2(0.0)]	37
xelaev18032823m.g[paxip1(4e-29)]	26
xelaev18032840m.g[esyt2(0.0)]	107
xelaev18032864m.g[nrp1(0.0)]	74
xelaev18032868m.g[itgb1(1e-54)]	90
xelaev18032921m.g[arl5b(6e-97)]	18
xelaev18033008m.g[etv1(5e-93)]	45
xelaev18033062m.g[hnrnpa2b1(0.0)]	121
xelaev18033077m.g[hoxa10(0.0)]	23
xelaev18033087m.g[tax1bp1(2e-57)]	6
xelaev18033109m.g[rab5a(5e-51)]	3
xelaev18033116m.g[ube2e1(7e-37)]	17
xelaev18033131m.g[slc4a7(0.0)]	77
xelaev18033153m.g[cnot10(0.0)]	1
xelaev18033154m.g[trim71(2e-22)]	20
xelaev18033202m.g[ctnnb1(0.0)]	1
xelaev18033217m.g[eif1b(3e-139)]	49
xelaev18033222m.g[exosc7(0.0)]	2
xelaev18033225m.g[cul1(2e-88)]	1
xelaev18033331m.g[chmp5(0.0)]	12
xelaev18033344m.g[tmeff1(0.0)]	46
xelaev18033346m.g[c9orf6(0.0)]	40
xelaev18033370m.g[znf622(0.0)]	16
xelaev18033383m.g[pak1ip1(5e-101)]	127
xelaev18033390m.g[tfap2a(0.0)]	4
xelaev18033405m.g[ssr1(0.0)]	30
xelaev18033427m.g[prpf4b(0.0)]	99
xelaev18033482m.g[nup153(5e-63)]	66
xelaev18033525m.g	63
xelaev18033527m.g	5
xelaev18033531m.g[sall3(0.0)]	20
xelaev18033587m.g[apcdd1(3e-62)]	23
xelaev18033588m.g[vapa(0.0)]	7
xelaev18033591m.g[ppp4r1(1e-74)]	33
xelaev18033615m.g[epb41l3(9e-139)]	1
xelaev18033641m.g[greb1l(1e-25)]	8
xelaev18033674m.g[cdh2(2e-80)]	48
xelaev18033681m.g[b4galt5(0.0)]	4
xelaev18033703m.g[snai2(0.0)]	132
xelaev18033718m.g[tcea1(0.0)]	10
xelaev18033740m.g[sdcbp(0.0)]	1
xelaev18033745m.g[rab2a(4e-24)]	69
xelaev18033755m.g[xtr-mir-124(1e-37)]	18
xelaev18033788m.g[ncoa2(1e-45)]	5
xelaev18033797m.g[rpl7(0.0)]	2
xelaev18033803m.g[tceb1(2e-25)]	2
xelaev18033824m.g[zbtb10(0.0)]	138
xelaev18033870m.g[rbm12b(0.0)]	71
xelaev18033889m.g[stk3(0.0)]	1
xelaev18033896m.g	2
xelaev18033952m.g[ebag9(2e-105)]	11
xelaev18034007m.g[myc(0.0)]	5
xelaev18034081m.g[ensxetg00000032922(2e-126)|xb-gene-5830570(1e-49)]	4
xelaev18034106m.g	13
xelaev18034139m.g[eppk1(6e-151)]	4
xelaev18034144m.g[cpsf1(0.0)]	21
xelaev18034153m.g[ensxetg00000031787(3e-137)]	87
xelaev18034155m.g	6
xelaev18034202m.g[add3(0.0)]	84
xelaev18034218m.g[pdcd4(0.0)]	1
xelaev18034239m.g[casp7(0.0)]	10
xelaev18034284m.g[emx2(6e-129)]	15
xelaev18034285m.g[rab11fip2(0.0)]	53
xelaev18034311m.g[ensxetg00000008230(1e-54)|a2ml1(2e-94)|pzp(0.0)]	34
xelaev18034318m.g[phc1(3e-125)]	39
xelaev18034322m.g[ovos2(0.0)]	6
xelaev18034363m.g[pten(0.0)]	22
xelaev18034414m.g[mlf2(3e-51)]	40
xelaev18034418m.g[znf384(8e-39)]	24
xelaev18034419m.g	24
xelaev18034420m.g[gapdh(0.0)]	3
xelaev18034567m.g[ppp2r2d(0.0)]	80
xelaev18034615m.g[ventx2.1(0.0)]	138
xelaev18034617m.g[ventx2.1(2e-156)]	138
xelaev18034626m.g[gsto2(0.0)]	78
xelaev18034689m.g[mms19(0.0)]	6
xelaev18034782m.g[hnrnph3(0.0)]	11
xelaev18034827m.g	1
xelaev18034864m.g[sec31b(5e-35)]	9
xelaev18034897m.g[camk2g(0.0)]	4
xelaev18034916m.g[slc29a3(2e-139)]	17
xelaev18035064m.g[post(4e-48)]	31
xelaev18035073m.g[ctnnd1(0.0)]	56
xelaev18035105m.g	32
xelaev18035144m.g[mapk8(0.0)]	23
xelaev18035202m.g[kiaa2013(0.0)]	2
xelaev18035220m.g[mgc79783(0.0)]	4
xelaev18035251m.g[zbtb44(2e-147)]	99
xelaev18035257m.g[zbtb44(0.0)]	99
xelaev18035277m.g[ets1(1e-84)]	5
xelaev18035288m.g[aplp2(2e-45)]	95
xelaev18035299m.g	5
xelaev18035305m.g[slc37a2(0.0)]	61
xelaev18035317m.g[ensxetg00000031143(0.0)]	9
xelaev18035338m.g[nxpe2(0.0)]	9
xelaev18035340m.g[ensxetg00000021749(3e-45)]	31
xelaev18035411m.g[phldb1(0.0)]	45
xelaev18035424m.g	70
xelaev18035428m.g[slc37a4(2e-159)]	5
xelaev18035471m.g	32
xelaev18035475m.g[cadm1(7e-96)]	85
xelaev18035535m.g[zbtb16(0.0)]	8
xelaev18035568m.g[ensxetg00000031326(0.0)|agrn(0.0)]	21
xelaev18035571m.g[hes4(0.0)]	51
xelaev18035585m.g[eno1(0.0)]	10
xelaev18035628m.g[cdk11b(0.0)]	33
xelaev18035648m.g[ccnl2(2e-86)]	3
xelaev18035649m.g	12
xelaev18035683m.g[wnt4(0.0)]	58
xelaev18035684m.g[cdc42(0.0)]	6
xelaev18035694m.g[ybx1(0.0)]	27
xelaev18035740m.g[xb-gene-5727893(0.0)]	42
xelaev18035769m.g[rpl22(2e-51)]	2
xelaev18035790m.g[ensxetg00000011112(0.0)|hes9.1(4e-133)]	23
xelaev18035798m.g[phf13(0.0)]	126
xelaev18035805m.g[vamp3(0.0)]	98
xelaev18035836m.g[trim28(0.0)]	85
xelaev18035840m.g[chmp2a(0.0)]	11
xelaev18035874m.g[ensxetg00000015078(0.0)]	37
xelaev18035897m.g[u2af2(2e-63)]	139
xelaev18035899m.g[epn2(5e-94)]	39
xelaev18035918m.g[tfpt(0.0)]	29
xelaev18035926m.g[rpl18(0.0)]	2
xelaev18035945m.g[ensxetg00000000140(0.0)]	17
xelaev18035949m.g[rpl28(2e-177)]	2
xelaev18035973m.g[cic(0.0)]	69
xelaev18036021m.g[pvrl2(2e-56)]	22
xelaev18036047m.g[rras(0.0)]	63
xelaev18036057m.g	20
xelaev18036061m.g[prmt1(0.0)]	71
xelaev18036065m.g[tspan4(0.0)]	58
xelaev18036091m.g[tead4(2e-46)]	4
xelaev18036094m.g[kras(3e-60)]	6
xelaev18036111m.g[ensxetg00000021226(2e-24)]	4
xelaev18036114m.g[nucb1(0.0)]	36
xelaev18036119m.g[fth1(0.0)]	2
xelaev18036120m.g[fth1(0.0)]	23
xelaev18036125m.g[ruvbl2(0.0)]	2
xelaev18036138m.g[ppp6r1(0.0)]	6
xelaev18036146m.g[bcat2(0.0)]	4
xelaev18036149m.g[xb-gene-986079(0.0)]	47
xelaev18036160m.g[gprc5c(1e-97)]	1
xelaev18036178m.g[pitpnc1(1e-63)]	5
xelaev18036189m.g[rps9(0.0)]	2
xelaev18036211m.g	51
xelaev18036212m.g	51
xelaev18036222m.g[rps19(1e-165)]	11
xelaev18036343m.g	32
xelaev18036351m.g[ece1(0.0)]	0
xelaev18036366m.g[ddi2(2e-42)]	16
xelaev18036370m.g[atp13a2(6e-171)]	4
xelaev18036371m.g	4
xelaev18036372m.g	95
xelaev18036378m.g[c1orf144(6e-22)]	17
xelaev18036379m.g	132
xelaev18036387m.g[zbtb17(9e-117)]	86
xelaev18036394m.g[epha2(0.0)]	23
xelaev18036410m.g[aldh4a1(5e-43)]	7
xelaev18036419m.g[capzb(4e-103)]	15
xelaev18036420m.g	10
xelaev18036427m.g[ddx19b(0.0)]	2
xelaev18036436m.g	5
xelaev18036460m.g[mll4(0.0)]	59
xelaev18036464m.g[lin37(7e-81)]	10
xelaev18036471m.g[upk1a(0.0)]	70
xelaev18036474m.g[kirrel2(4e-117)]	75
xelaev18036484m.g[fcgbp(0.0)]	4
xelaev18036540m.g	5
xelaev18036545m.g	5
xelaev18036568m.g[ndufa4(6e-143)]	78
xelaev18036601m.g	44
xelaev18036614m.g	19
xelaev18036638m.g[casp7(0.0)]	1
xelaev18036663m.g[emx2(2e-93)]	5
xelaev18036688m.g[phc1(0.0)]	38
xelaev18036719m.g[mlf2(2e-33)]	11
xelaev18036722m.g[znf384(1e-34)]	62
xelaev18036725m.g[gapdh(0.0)]	2
xelaev18036763m.g[pten(0.0)]	25
xelaev18036803m.g[rhobtb1(0.0)]	6
xelaev18036829m.g[htra1(1e-142)]	1
xelaev18036860m.g[ppp2r2d(4e-98)]	14
xelaev18036901m.g[ventx2.1(0.0)]	138
xelaev18036903m.g[ventx2.1(0.0)]	138
xelaev18036997m.g[hnrnph3(3e-84)]	11
xelaev18037117m.g[sec31b(1e-23)]	6
xelaev18037215m.g[mapk8(0.0)]	81
xelaev18037237m.g[stx3(1e-138)]	7
xelaev18037252m.g[ssrp1(1e-95)]	60
xelaev18037282m.g[rpl21(0.0)]	2
xelaev18037290m.g[kiaa2013(1e-34)]	43
xelaev18037313m.g[st3gal4(2e-62)]	4
xelaev18037330m.g[ets1(3e-116)]	5
xelaev18037335m.g[arhgap32(1e-119)]	21
xelaev18037344m.g[aplp2(0.0)]	45
xelaev18037374m.g[cadm1(1e-97)]	18
xelaev18037436m.g	2
xelaev18037444m.g[zbtb16(0.0)]	55
xelaev18037468m.g[hes4(6e-77)]	18
xelaev18037480m.g[eno1(0.0)]	49
xelaev18037492m.g[ski(0.0)]	97
xelaev18037510m.g[ccnl2(0.0)]	85
xelaev18037523m.g[cdk11b(0.0)]	93
xelaev18037537m.g[cdc42(6e-110)]	1
xelaev18037541m.g[ybx1(8e-143)]	11
xelaev18037547m.g[tmem51(0.0)]	6
xelaev18037562m.g[xb-gene-5727893(0.0)]	14
xelaev18037567m.g[rcn2(0.0)]	58
xelaev18037587m.g[rpl22(0.0)]	2
xelaev18037602m.g[hes9.1(6e-112)]	23
xelaev18037603m.g[hes9.1(3e-141)]	23
xelaev18037604m.g[ensxetg00000011112(8e-148)|hes9.1(2e-138)]	23
xelaev18037610m.g[phf13(0.0)]	61
xelaev18037633m.g[trim28(3e-46)]	77
xelaev18037636m.g[chmp2a(4e-32)]	125
xelaev18037653m.g[ensxetg00000015078(0.0)]	26
xelaev18037658m.g[atf5.2(0.0)]	5
xelaev18037678m.g[u2af2(0.0)]	80
xelaev18037680m.g[epn2(0.0)]	1
xelaev18037699m.g[rpl18(0.0)]	2
xelaev18037714m.g[ensxetg00000000140(0.0)|ube2s(0.0)]	40
xelaev18037717m.g[rpl28(0.0)]	2
xelaev18037738m.g[cic(0.0)]	48
xelaev18037758m.g[pvrl2(0.0)]	22
xelaev18037781m.g[rras(0.0)]	5
xelaev18037787m.g[ric8a(0.0)]	25
xelaev18037790m.g[prmt1(0.0)]	14
xelaev18037800m.g[bax(6e-88)]	1
xelaev18037805m.g[rps9(8e-177)]	2
xelaev18037815m.g[tead4(2e-57)]	123
xelaev18037818m.g[kras(0.0)]	1
xelaev18037835m.g[nucb1(0.0)]	6
xelaev18037841m.g[fth1(0.0)]	11
xelaev18037847m.g[ruvbl2(6e-180)]	2
xelaev18037875m.g[gprc5c(0.0)]	61
xelaev18037879m.g[kdelr2(0.0)]	10
xelaev18037898m.g[rps9(2e-86)]	2
xelaev18037911m.g[pnkp(0.0)]	20
xelaev18037929m.g[ensxetg00000018943(4e-104)]	69
xelaev18037935m.g	11
xelaev18037940m.g	84
xelaev18037941m.g[hp1bp3(1e-73)]	84
xelaev18037944m.g[ece1(0.0)]	38
xelaev18037954m.g[padi2(0.0)]	10
xelaev18037959m.g	29
xelaev18037965m.g[zbtb17(5e-95)]	1
xelaev18037971m.g[epha2(1e-157)]	23
xelaev18037980m.g[ubr4(1e-32)]	122
xelaev18037988m.g[capzb(4e-38)]	4
xelaev18037999m.g[ddx19b(0.0)]	24
xelaev18038009m.g[tmem147(8e-178)]	10
xelaev18038019m.g[mll4(0.0)]	59
xelaev18038026m.g[upk1a(0.0)]	70
xelaev18038028m.g[kirrel2(3e-103)]	75
xelaev18038043m.g[slc35a3.2(0.0)]	36
xelaev18038052m.g	1
xelaev18038061m.g	13
xelaev18038083m.g[rpl10(0.0)]	2
xelaev18038092m.g	7
xelaev18038100m.g[uba1(3e-98)]	29
xelaev18038118m.g[abt1(1e-35)]	29
xelaev18038124m.g	82
xelaev18038135m.g	24
xelaev18038148m.g	4
xelaev18038150m.g[cfp(0.0)]	16
xelaev18038154m.g[tmem111(7e-176)]	11
xelaev18038168m.g	4
xelaev18038172m.g[glipr2(2e-160)]	1
xelaev18038180m.g[tubb2c(0.0)]	2
xelaev18038210m.g[nrarp(3e-138)]	20
xelaev18038233m.g[oct91(0.0)]	6
xelaev18038264m.g[glul(0.0)]	3
xelaev18038323m.g[kiaa0649(0.0)]	97
xelaev18038336m.g[wdr5(0.0)]	128
xelaev18038338m.g[brd3(9e-169)]	6
xelaev18038372m.g[rpl7a(0.0)]	2
xelaev18038415m.g[prrc2b(0.0)]	59
xelaev18038420m.g[strbp(0.0)]	5
xelaev18038454m.g[gapvd1(0.0)]	15
xelaev18038470m.g	107
xelaev18038484m.g	0
xelaev18038498m.g	118
xelaev18038517m.g[klf8(0.0)]	126
xelaev18038530m.g	30
xelaev18038536m.g[rpl36a(1e-167)]	2
xelaev18038572m.g[nt5dc2(1e-57)]	23
xelaev18038601m.g	32
xelaev18038615m.g[ssr4(1e-123)]	30
xelaev18038634m.g[p2ry4(0.0)]	13
xelaev18038645m.g[ogt(6e-81)]	109
xelaev18038673m.g[dlg3(1e-166)]	45
xelaev18038693m.g[irg1(0.0)]	92
xelaev18038699m.g[ensxetg00000004487(1e-66)|ensxetg00000031140(0.0)]	92
xelaev18038702m.g[irg1(0.0)]	92
xelaev18038703m.g[xb-gene-5924815(6e-37)]	92
xelaev18038704m.g[ensxetg00000032142(0.0)|xb-gene-5791624(0.0)]	92
xelaev18038707m.g[irg1(2e-145)]	92
xelaev18038738m.g[asb12.2(0.0)]	34
xelaev18038755m.g[rlim(1e-119)]	85
xelaev18038759m.g[uprt(0.0)]	130
xelaev18038762m.g[abcb7(0.0)]	79
xelaev18038786m.g[vbp1(3e-111)]	13
xelaev18038800m.g	44
xelaev18038801m.g[ammecr1(1e-66)]	84
xelaev18038804m.g[pak3(0.0)]	48
xelaev18038813m.g[lhfpl1(4e-39)]	107
xelaev18038826m.g[pcdh19(0.0)]	19
xelaev18038842m.g[sox3(0.0)]	18
xelaev18038882m.g[ube2a(0.0)]	10
xelaev18038896m.g[zdhhc9(7e-166)]	5
xelaev18038929m.g	41
xelaev18038955m.g[xb-gene-5831456(1e-80)]	25
xelaev18038965m.g[fndc3a.2(0.0)]	108
xelaev18038969m.g	31
xelaev18038991m.g[rap2c(0.0)]	32
xelaev18038999m.g[gpc4(0.0)]	47
xelaev18039008m.g[xtr-mir-15c(5e-31)]	3
xelaev18039013m.g[fam122a(0.0)]	24
xelaev18039061m.g[eml1(0.0)]	1
xelaev18039076m.g[mypop(3e-148)|nova2(6e-109)]	19
xelaev18039104m.g[gnb2l1(0.0)]	2
xelaev18039125m.g[rps18(0.0)]	82
xelaev18039128m.g[pfdn6(0.0)]	60
xelaev18039136m.g	62
xelaev18039162m.g	31
xelaev18039165m.g[ppt2(7e-47)]	20
xelaev18039174m.g[rdbp(7e-37)]	3
xelaev18039176m.g	55
xelaev18039183m.g	3
xelaev18039184m.g	5
xelaev18039186m.g[bag6(1e-27)]	129
xelaev18039277m.g[ppp1r14a(0.0)]	40
xelaev18039301m.g[c19orf47(0.0)]	1
xelaev18039306m.g[xb-gene-5853033(0.0)]	1
xelaev18039368m.g[meis3(0.0)]	23
xelaev18039387m.g[arf6(0.0)]	11
xelaev18039400m.g[pak4(0.0)]	43
xelaev18039504m.g[sel1l(9e-82)]	7
xelaev18039523m.g[foxn3(0.0)]	68
xelaev18039534m.g[calm1(0.0)]	69
xelaev18039615m.g[mis18bp1(1e-109)]	105
xelaev18039639m.g[arf6.2(0.0)]	122
xelaev18039651m.g[gmfb(0.0)]	16
xelaev18039659m.g[xb-gene-5804925(7e-126)]	122
xelaev18039675m.g[trim9(0.0)]	19
xelaev18039686m.g[yy1(0.0)]	25
xelaev18039697m.g[ppp2r5c(5e-97)]	96
xelaev18039713m.g[cdc42bpb(4e-55)]	89
xelaev18039718m.g[eif5(0.0)]	3
xelaev18039720m.g[mark3(2e-113)]	74
xelaev18039722m.g[ckb(0.0)]	10
xelaev18039729m.g[klc1(1e-39)]	56
xelaev18039754m.g	68
xelaev18039759m.g[cdca4(2e-85)]	24
xelaev18039779m.g[xb-gene-983722(3e-99)|syne2(0.0)]	89
xelaev18039780m.g[sgpp1(0.0)]	68
xelaev18039781m.g	35
xelaev18039784m.g[ppp2r5e(0.0)]	25
xelaev18039790m.g[syt16(0.0)]	4
xelaev18039815m.g[daam1(0.0)]	32
xelaev18039821m.g[arid4a(3e-39)]	32
xelaev18039828m.g[myh4(9e-50)]	34
xelaev18039840m.g[otx2(0.0)]	102
xelaev18039843m.g[ktn1(4e-54)]	98
xelaev18039859m.g[mapkbp1(1e-25)]	22
xelaev18039873m.g[c14orf43(0.0)]	5
xelaev18039921m.g[chst9(0.0)]	4
xelaev18039965m.g[galntl1(7e-110)]	102
xelaev18039968m.g	7
xelaev18040006m.g[nova1(0.0)]	19
xelaev18040074m.g[spint1(8e-64)]	9
xelaev18040086m.g	42
xelaev18040089m.g	26
xelaev18040149m.g[eif2s1(0.0)]	29
xelaev18040154m.g[fut8(0.0)]	18
xelaev18040362m.g[onecut1.2(0.0)]	46
xelaev18040367m.g	1
xelaev18040374m.g	1
xelaev18040512m.g[ensxetg00000018006(5e-75)]	4
xelaev18040535m.g[crabp2(0.0)]	18
xelaev18040554m.g[ca14(2e-152)]	20
xelaev18040638m.g[vangl2(7e-26)]	20
xelaev18040655m.g	9
xelaev18040786m.g[ufc1(7e-135)]	2
xelaev18040789m.g[rbm8a(1e-55)]	11
xelaev18040800m.g[kcnn3(2e-34)|adar(0.0)]	39
xelaev18040824m.g[tpm1(5e-163)|tpm3(6e-88)]	30
xelaev18040826m.g	2
xelaev18040827m.g[rab13(0.0)]	45
xelaev18040854m.g	7
xelaev18040861m.g[ilf2(0.0)]	11
xelaev18040867m.g	102
xelaev18040877m.g[ensxetg00000021745(1e-96)|celf3(1e-166)]	19
xelaev18040883m.g[cgn(0.0)]	9
xelaev18040888m.g[rfx5(1e-68)]	140
xelaev18040892m.g[pi4kb(1e-34)]	84
xelaev18040893m.g[myo1e.2(0.0)]	54
xelaev18040898m.g[cks1b(7e-123)]	40
xelaev18040900m.g[shc1(1e-142)]	52
xelaev18040901m.g	24
xelaev18040907m.g[psmd4(0.0)]	2
xelaev18040908m.g[flad1(0.0)]	1
xelaev18040928m.g	7
xelaev18040943m.g	10
xelaev18040945m.g[clk2(9e-105)]	140
xelaev18040966m.g	12
xelaev18040968m.g[ensxetg00000000901(4e-31)]	54
xelaev18040976m.g[rpl10(1e-61)]	2
xelaev18040979m.g[xb-gene-997187(0.0)]	6
xelaev18040984m.g	120
xelaev18040991m.g[tfe3(1e-77)]	1
xelaev18040992m.g[uba1(2e-56)]	28
xelaev18041032m.g[exd2(2e-110)]	24
xelaev18041105m.g[ktn1(9e-178)]	6
xelaev18041108m.g[otx2(0.0)]	102
xelaev18041141m.g[ppp2r5e(0.0)]	33
xelaev18041152m.g[cdca4(1e-83)]	25
xelaev18041172m.g[ckb(0.0)]	3
xelaev18041173m.g[mark3(1e-114)]	94
xelaev18041175m.g[eif5(0.0)]	3
xelaev18041177m.g[cdc42bpb(2e-58)]	21
xelaev18041193m.g[ppp2r5c(2e-141)]	72
xelaev18041201m.g[wars(3e-92)]	2
xelaev18041203m.g[yy1(0.0)]	25
xelaev18041218m.g[xb-gene-5804925(0.0)]	6
xelaev18041223m.g[gmfb(3e-94)]	1
xelaev18041230m.g[styx(4e-35)]	6
xelaev18041325m.g[calm1(0.0)]	2
xelaev18041330m.g[foxn3(0.0)]	38
xelaev18041402m.g	4
xelaev18041419m.g[rnf224(2e-126)]	120
xelaev18041424m.g[ddr2(3e-70)]	88
xelaev18041428m.g[glipr2(0.0)]	136
xelaev18041434m.g[tubb2c(2e-62)]	22
xelaev18041436m.g[alad(0.0)]	2
xelaev18041451m.g[fbxw5(4e-125)]	35
xelaev18041453m.g[ptgds(2e-158)]	55
xelaev18041456m.g[nrarp(1e-121)]	20
xelaev18041475m.g[oct91(0.0)]	6
xelaev18041485m.g[glul(0.0)]	17
xelaev18041543m.g[snora17(4e-45)]	2
xelaev18041546m.g[kiaa0649(0.0)]	94
xelaev18041563m.g[wdr5(0.0)]	106
xelaev18041566m.g[brd3(0.0)]	21
xelaev18041589m.g[rpl7a(0.0)]	2
xelaev18041620m.g[pomt1(0.0)|prrc2b(2e-31)]	59
xelaev18041625m.g[golga2(2e-64)]	9
xelaev18041628m.g	17
xelaev18041653m.g[gpr107(4e-67)]	6
xelaev18041679m.g[sh3glb2(5e-31)]	46
xelaev18041716m.g[sh2d3c(0.0)]	95
xelaev18041721m.g[gpkow(2e-57)|ribc1(0.0)]	14
xelaev18041735m.g[xb-gene-986840(0.0)]	41
xelaev18041739m.g[ndnl2(0.0)]	14
xelaev18041740m.g[pfkfb1(0.0)]	65
xelaev18041755m.g[golga2(1e-58)]	1
xelaev18041763m.g[flna(6e-154)]	81
xelaev18041765m.g[atp6v1g1(3e-72)]	10
xelaev18041786m.g[ssr4(0.0)]	30
xelaev18041795m.g[mapkap1(0.0)]	16
xelaev18041797m.g[gapvd1(0.0)]	15
xelaev18041800m.g[ppp6c(7e-36)]	24
xelaev18041801m.g[ppp6c(5e-79)]	26
xelaev18041869m.g	31
xelaev18041885m.g[nt5dc2(3e-152)]	5
xelaev18041895m.g	32
xelaev18041952m.g[rpl36a(3e-161)]	2
xelaev18041964m.g[kif4a(0.0)]	46
xelaev18042049m.g[rlim(0.0)]	62
xelaev18042102m.g[vbp1(0.0)]	10
xelaev18042120m.g[ammecr1(6e-32)]	89
xelaev18042126m.g[pak3(3e-110)]	48
xelaev18042154m.g[pcdh19(0.0)]	19
xelaev18042169m.g[sox3(0.0)]	18
xelaev18042170m.g[gtsf1(0.0)]	1
xelaev18042212m.g[ube2a(0.0)]	135
