GeneNames	PLNB	AE	NNE	ALNB	NP
abce1.s[abce1(0.0)]	0.162890439942942	0.228479322869864	0.142176766938556	0.335647735001558	0.130805735247081
abcf1-like.l[abcf1(4e-78)]	0.0889403590140107	0.256847918919967	0.125272442445213	0.384510387560634	0.144428892060175
abcg2.l[abcg2(0.0)]	0.0235244392265314	0.0740480322328317	0.627873921725852	0.183498911482145	0.0910546953326408
abcg2.s[abcg2(0.0)]	0.752073685220052	0.226523363377614	0.0214029514023341	0	0
abcg4-like.l[abcg4(2e-113)]	0	0.151447168868417	0.00136946568086273	0.228107558913604	0.619075806537116
abhd11.l[abhd11(0.0)]	0.141702669083765	0.16985632047297	0.267217349141765	0.281681936556425	0.139541724745075
abhd12.l[abhd12(0.0)]	0.0621322658859527	0.527184388007902	0.160431597666358	0.180971276102249	0.0692804723375381
abhd12.s[abhd12(2e-78)]	0	0.100911319071147	0.833522130484055	0	0.0655665504447977
abhd14a.l[ensxetg00000031804(0.0)]	0.111787214199285	0.454235135329831	0.207772953397014	0.1284010027153	0.0978036943585701
abhd14a.s[ensxetg00000001631(4e-95)|ensxetg00000031804(0.0)]	0.038039840041956	0.0496910721249561	0.00933523606759972	0.0409901754918976	0.861943676273591
abhd16a.l[abhd16a(1e-64)]	0.207174523923739	0.176248804127073	0.0669570518503799	0.264217042888326	0.285402577210481
abhd16a.s[abhd16a(0.0)]	0.138629223918102	0.251392640328778	0.0999468737337423	0.327729424712364	0.182301837307013
abhd17a.l[fam108a1(2e-69)]	0.0919824017949593	0.235620454847917	0.173854017380865	0.292764629511357	0.205778496464901
abhd17a.s[fam108a1(0.0)]	0.178313482501754	0.294421532992655	0.144044143239186	0.212235125154322	0.170985716112084
abhd17b.l[fam108b1(4e-66)]	0.13418296432728	0.155604194099784	0.229618458779168	0.249125166467396	0.231469216326372
abhd17b.s[fam108b1(1e-71)]	0.0486762990924121	0.322852810297799	0.0587188438420932	0.124803340961448	0.444948705806247
abhd17c.l[fam108c1(0.0)]	0.226598903264706	0.222256836282889	0.0783531809578272	0.193226173339016	0.279564906155561
abhd17c.s[fam108c1(0.0)]	0.165739336598752	0.218409380326921	0.0995521947473964	0.144678923458168	0.371620164868763
abhd2.l[abhd2(0.0)]	0.251909155122528	0.201945709200222	0.070467480912085	0.325632974163695	0.15004468060147
abhd2.s[abhd2(2e-80)]	0.290530068710629	0.302585841594159	0	0.245271635445891	0.161612454249321
abhd4.1[abhd4(0.0)]	0.138911578125224	0.244538538157328	0.190018615593763	0.254882054168273	0.171649213955413
abhd4.l[abhd4(0.0)]	0.0270094294952844	0.167022594941969	0.424695757219122	0.252047467020873	0.129224751322752
abhd5.l[abhd5(0.0)]	0.331597663245769	0.164782181875892	0.088679227539246	0.300374021822377	0.114566905516717
abi1.l[abi1(2e-153)]	0.127600719746216	0.241337740554999	0.156798705027082	0.353230953290394	0.121031881381308
abi2.l[abi2(0.0)]	0.134747901091074	0.204622169221935	0.0433703396012968	0.323948315403753	0.293311274681941
abi2.s[abi2(0.0)]	0.255554331736152	0.180893476178868	0.0422687174068676	0.327014236526243	0.194269238151869
abl1-like.1[abl1(2e-77)]	0.0548504869900825	0.251046064909279	0.089707108192728	0.312907674268156	0.291488665639755
abl1-like.s[abl1(0.0)|exosc2(3e-157)]	0.203034903743539	0.254385506467595	0.0773304619461313	0.331062267208216	0.134186860634519
abl2.l[abl2(3e-57)]	0.223214528662635	0.182662152676669	0.0797831993207248	0.362004519286081	0.152335600053891
abl2.s[abl2(0.0)]	0.182595502213869	0.246050204649274	0.10244237588869	0.340634801032229	0.128277116215938
abo-like.2.l[abo(3e-82)]	0.0896891303047352	0.301418683454924	0.390216587670286	0.164038726865856	0.054636871704199
abr.l[abr(3e-125)]	0.500232823109496	0.137782225442594	0.0520621054519827	0.119487578988318	0.190435267007609
abr.s[abr(3e-125)]	0.0558542988112536	0.10914152999433	0.142850984973531	0.371456962544501	0.320696223676385
abra.s[abra(0.0)]	0.0245346557029842	0.566155121889428	0	0.0543946805247588	0.354915541882829
abtb1.l[abtb1(0.0)]	0.0867062497441333	0.0649280532456008	0.10172348007287	0.121191865398743	0.625450351538653
abtb1.s[abtb1(0.0)]	0.0644767550729122	0.111138987369477	0.127304908568925	0.375067270092618	0.322012078896069
abtb2-like.2.l[abtb2(0.0)]	0.0219997916929144	0	0	0.746592606946826	0.23140760136026
abtb2-like.2.s[abtb2(3e-173)|nat10(8e-72)]	0.0106397764186535	0	0.0266535337120363	0.792443016648306	0.170263673221005
acaa1.l[acaa1(2e-114)]	0.272943899095331	0.218337584098376	0.0903221218873644	0.234886094491276	0.183510300427653
acaa2.l[acaa2(0.0)]	0.0738413138154483	0.285423997077206	0.111148218557277	0.292422556010954	0.237163914539114
acaa2.s[acaa2(8e-110)]	0.26216750160183	0.357101328932954	0.0673866008072246	0.259987348574529	0.053357220083462
acaca-like.l[acaca(0.0)]	0	0.0522623320474282	0.458387682207538	0.35600213302769	0.133347852717344
acaca-like.s[acaca(0.0)]	0.0672334867576643	0.147717725628269	0.505298577143813	0.154816850220974	0.12493336024928
acacb.l[acacb(0.0)]	0.0787804001650676	0.177746037384829	0.141204340596293	0.468142974712806	0.134126247141005
acad10.l[acad10(0.0)]	0.325869114987201	0.22396871769328	0.116949336381068	0.236667810022285	0.0965450209161662
acad8.l[acad8(0.0)]	0.24251424265929	0.212653860372941	0.11933181562657	0.283344237838987	0.142155843502212
acadl.l[acadl(0.0)]	0.452186061275643	0.114463004109342	0.0898830334676168	0	0.343467901147398
acadm.l[acadm(0.0)]	0.171005705416711	0.262688179824142	0.0682282553574298	0.33196491440904	0.166112944992676
acadm.s[acadm(2e-137)]	0.153972158657436	0.275085547274723	0.104008037502861	0.350237662566425	0.116696593998556
acads.l[acads(0.0)]	0.384209735376556	0.230056844970768	0.125137864067359	0.179797725301756	0.0807978302835611
acadsb.l[acadsb(0.0)]	0.167968868652193	0.355066840964251	0.0938254419061655	0.24641311537801	0.136725733099381
acap3.l[acap3(0.0)]	0.115793803893672	0.239057055958869	0	0.25327347709367	0.391875663053789
acap3.s[acap3(0.0)]	0.0715697722058007	0	0.0522747592007536	0.74989959977785	0.126255868815595
acat1.1[acat1(0.0)]	0.596777241324524	0.120282910373169	0	0.282939848302307	0
acat1.s[acat1(0.0)]	0.167161463378915	0.251952363770918	0.104813693420131	0.255968647913675	0.220103831516362
acat2.l[acat2(0.0)]	0.265970127057927	0.177945402518832	0.133382262243288	0.241424896002164	0.181277312177788
acat2.s[acat2(0.0)]	0.378072739158955	0.215932555966837	0.0551099197446573	0.161996425247938	0.188888359881612
acbd3.l[acbd3(2e-47)]	0.164881944135141	0.305026036773104	0.226742896015314	0.204911180882927	0.0984379421935148
acbd3.s[acbd3(0.0)]	0.185319468358358	0.299311512113291	0.213873930400971	0.163778596996493	0.137716492130887
acbd5.l[acbd5(0.0)]	0.179462579438409	0.310832236621975	0.208234029418812	0.159224406349283	0.142246748171521
acbd6.s[acbd6(8e-152)]	0.173285494322803	0.237985096744604	0.111475633606242	0.30163025229403	0.175623523032321
accs.l[ensxetg00000033705(2e-106)]	0.195990683435218	0.206621953680654	0.0710835595646246	0.346772846040097	0.179530957279407
accs.s[ensxetg00000033705(3e-48)]	0.15360126025455	0.268998363419976	0.0872987212112581	0.304665353701614	0.185436301412601
acer1.l[acer1(3e-64)]	0.3110995693734	0.187581671438248	0.0624377742594963	0.240978164467848	0.197902820461008
acer3.l[acer3(1e-84)]	0.164835661781419	0.157714845398739	0.442630847840614	0.190922857556267	0.0438957874229607
acer3.s[acer3(0.0)]	0.185974985186933	0.309443467900725	0.0672283879583586	0.275588867070192	0.161764291883791
ackr3.l[cxcr7(0.0)]	0.314944597699715	0.0831770627099018	0.103255927164728	0.140007039898152	0.358615372527504
ackr3.s[cxcr7(0.0)]	0.189407133573787	0.145467476671651	0.182012361830897	0.138274272159395	0.34483875576427
acmsd-like.s[acmsd(0.0)]	0.299316568482716	0.40335962772426	0.140348870470152	0.0736049261498172	0.0833700071730546
aco1.l[aco1(0.0)]	0.254621530044297	0.229720696445475	0.0914479599669731	0.271206748482543	0.153003065060712
aco2.l[aco2(1e-106)]	0.178819964012412	0.240461376200198	0.120576168007747	0.235230208355309	0.224912283424334
aco2.s[aco2(2e-98)]	0.106367046728429	0.202499960680112	0.157445245141511	0.259823754106103	0.273863993343845
acot11-like.l[acot11(0.0)]	0.297749662510597	0.367483543869422	0.131925858853809	0.112195966662894	0.0906449681032782
acot12.l[acot12(0.0)]	0.262515491175818	0.359693325219027	0.083276765916953	0.173030153716553	0.121484263971648
acot13.s[acot13(0.0)]	0.176384711377853	0.381123862319654	0.11535290572091	0.221361478496672	0.105777042084912
acot2.s[acot2(0.0)]	0.155240915753502	0.393173865255436	0.122490964473131	0.184576287178024	0.144517967339908
acot8.s[acot8(0.0)]	0.153304694091928	0.15876012578548	0.293623918243739	0.202278172866928	0.192033089011926
acox2.l[acox2(0.0)|arpc4(7e-26)]	0.0917062431818449	0.164463939904344	0.199818229594927	0.324661712048665	0.219349875270219
acoxl.l[acoxl(0.0)]	0.384513232909675	0.194864420483082	0.0782622044336657	0.214679411750976	0.127680730422601
acpp.l	0	0	0.957407237005992	0.0425927629940083	0
acrc.l[igbp1(0.0)]	0.1850411390346	0.24766396719753	0.0781372853915462	0.286796487452783	0.20236112092354
acsbg1.l[acsbg1(0.0)]	0	0.496333321564566	0	0.403711199407163	0.0999554790282706
acsf3.s[acsf3(0.0)]	0.149164875772745	0.119578675185849	0.134155150165637	0.359307322247593	0.237793976628175
acsl4.l[acsl4(1e-119)]	0.361593108033887	0.218425672902362	0.00281850290239474	0.235820914161282	0.181341802000075
acsl4.s[acsl4(0.0)]	0.282431264406339	0.201213020421557	0.0684388397313712	0.29669878771929	0.151218087721442
acsl6.l[acsl6(0.0)]	0.462803784344171	0.29747604623714	0	0.0520480444765251	0.187672124942165
acsm3.l[acsm3(8e-52)]	0.255148508662725	0.280505312133712	0.05894120504606	0.259941742127919	0.145463232029584
acss2-like.l[acss2.1(0.0)]	0.185634996234862	0.273957699057788	0.321515545545378	0.165999238738694	0.0528925204232774
acss3.l[acss3(0.0)]	0.109835491248701	0.182957448161609	0.197535635486911	0.413527748384238	0.0961436767185404
act3.l[act3(0.0)]	4.99362042976009e-05	0	0	0	0.999950063795703
act3.s[act3(0.0)]	0	0	0	0	1
actc1.l[actc1(0.0)]	0.101915419080516	0	0	0	0.898084580919484
actc1.s[actc1(0.0)]	0.112742257739824	0	0	0	0.887257742260176
actg1.l[actg1(0.0)]	0.116799518714957	0.137758492884434	0.209997997286615	0.276989562441946	0.258454428672048
actg1.s[actg1(0.0)]	0.144188290281306	0.147044391606898	0.194491985946647	0.247604742649867	0.26667058951528
actn1.l[actn1(0.0)]	0.153826225167479	0.266236191119172	0.343015077844127	0.236922505869222	0
actn1.s[actn1(0.0)]	0.0683497468206464	0.410654616446589	0.45416307306753	0.0590295567153356	0.00780300694989874
actn3.l[actn3(3e-63)]	0.162948507496697	0.543425958338276	0.0437025482024132	0.11012534593769	0.139797640024923
actn3.s[actn3(0.0)]	0.0596628534262333	0.0884425642255509	0	0	0.851894582348216
actn4.l[actn4(0.0)]	0.118438519253741	0.119431755801102	0.323866086058701	0.31326188898414	0.125001749902316
actn4.s[actn4(5e-75)]	0.0784187751947919	0.250712576459791	0.17991006292206	0.340629594395859	0.150328991027498
actr10.l[actr10(3e-171)]	0.0921754239447388	0.249614339425694	0.120059927298688	0.35675378142306	0.181396527907819
actr10.s[actr10(0.0)]	0.187906642082794	0.249773625490723	0.0757303648511033	0.28436312721252	0.20222624036286
actr1a.l[actr1a(0.0)]	0.0921696593554634	0.283102706175479	0.125472297072653	0.360517067979573	0.138738269416832
actr1a.s[actr1a(1e-64)]	0.133489582686356	0.352131715489586	0.169229803178031	0.219025867254655	0.126123031391371
actr2.l[actr2(2e-79)]	0.170087758162116	0.243468725576664	0.273385198730174	0.178109212672185	0.13494910485886
actr2.s[actr2(0.0)]	0.165437293776676	0.257698208450547	0.0932345303673135	0.292499944537731	0.191130022867732
actr3.l[actr3(2e-42)]	0.124569273926727	0.192677009419302	0.27196140519756	0.226827633438654	0.183964678017756
actr3.s[actr3(0.0)]	0.130094349847111	0.232273244796933	0.222411833004975	0.235984358261793	0.179236214089188
actr5.s[actr5(0.0)]	0.217353905420859	0.28352113105309	0.0813165525164303	0.252653360459049	0.165155050550571
actr6.l[actr6(4e-169)]	0.238664789768961	0.285304729591164	0.0688959194183735	0.249385020129825	0.157749541091676
actr8.1	0.270505717268733	0.246502913422282	0.0704276166592627	0.272590986700078	0.139972765949645
acvr1.l[acvr1(3e-91)]	0.130642740287432	0.385821090136747	0.0965649555988448	0.0967188737171041	0.290252340259873
acvr1.s[acvr1(0.0)]	0.11937982308963	0.222970971673396	0.123101564184348	0.260158682496793	0.274388958555834
acvr1b.l[acvr1b(0.0)]	0.11298178983773	0.367812286265645	0.0912187590236278	0.0915408646512063	0.336446300221791
acvr1b.s[acvr1b(0.0)]	0.242670177596921	0.236543773409405	0.0591427152493172	0.264140569973397	0.19750276377096
acvr2a.l[acvr2a(0.0)]	0.207763167821331	0.259368005192773	0.0724045351442762	0.256873138844014	0.203591152997607
acvr2a.s[acvr2a(0.0)]	0.199415409605123	0.229400581811949	0.0545593923326929	0.274659867897676	0.24196474835256
acvr2b.l[acvr2b(0.0)]	0.250657354062766	0.0385155715103973	0.10777473639194	0.320054959861027	0.28299737817387
acvr2b.s[acvr2b(0.0)]	0.165641459555882	0.155031466095836	0.0787181921643018	0.343205173447615	0.257403708736365
acy1.1.s[acy1.1(7e-170)]	0.130995402390611	0.258251127923953	0.10703806418721	0.163891776016403	0.339823629481823
acy3.l[acy3(1e-87)]	0.26595890072654	0.254466007211184	0.297398257947741	0.127776068068858	0.0544007660456771
adad2.s[adad2(2e-96)]	0.158422095117352	0.237412202109527	0.520481029054766	0.0540588979237636	0.0296257757945904
adal.l[adal(0.0)]	0.606780557996195	0.218635536984952	0.0177085444048584	0	0.156875360613995
adal.s[adal(0.0)]	0.227790640883883	0.223389756121127	0.0812939046500536	0.23986855679659	0.227657141548347
adam10.l[adam10(0.0)]	0.071344081795721	0.218809465542892	0.103088531332062	0.360067319516538	0.246690601812787
adam10.s[adam10(0.0)]	0.188696860244068	0.210054585906775	0.138171356933372	0.306229221495259	0.156847975420525
adam11.l[adam11(2e-85)]	0	0	0.0347956611754124	0.965204338824588	0
adam11.s[adam11(0.0)]	0.191543765904473	0.0283780614298519	0.0113885064228082	0.26187539577149	0.506814270471377
adam17.l[adam17(0.0)]	0.115297409600844	0.25924151490364	0.137204651095916	0.31706959869855	0.17118682570105
adam17.s[adam17(0.0)]	0.0520076284685309	0.265284982319352	0.22216851471918	0.308075569639934	0.152463304853003
adam19.s[adam19(4e-133)]	0.234315368642803	0.241165808849976	0.0480181326266017	0.189911097685318	0.286589592195301
adam9.l[adam9(2e-53)]	0.109946450641286	0.276241240358796	0.101191701723517	0.205365561970897	0.307255045305504
adam9.s[adam9(2e-116)]	0.0918334807534444	0.153892204167757	0.234363890043057	0.25970162626624	0.260208798769501
adamts1.l[adamts1(0.0)]	0.403964590899043	0	0.121871782010713	0	0.474163627090243
adamts1.s[adamts1(4e-168)]	0.449657844032034	0.0792185841663293	0	0.100197356350183	0.370926215451454
adamts10-like.l[adamts10(0.0)]	0.289331331047274	0	0	0	0.710668668952726
adamts12.l[adamts12(0.0)]	0.0733282381713304	0.422580539634329	0.0683447492806222	0.283650010832205	0.152096462081513
adamts17-like.l[adamts17(0.0)]	0.437773983215311	0.101914150660785	0.0501790162667543	0.0908374570603791	0.31929539279677
adamts18.l[adamts18(0.0)]	0.0282467973186381	0.761105796871939	0	0.134174849482885	0.0764725563265382
adamts18.s[adamts18(0.0)]	0.0762873016894412	0.450272276246281	0	0	0.473440422064278
adamts2.s[adamts2(0.0)]	0.273509468557753	0.259800214248083	0.0190302898828928	0.355591135209013	0.0920688921022584
adamts3.l[adamts3(0.0)]	0	0	0.035061098528049	0.194034279397333	0.770904622074618
adamts3.s[adamts3(0.0)]	0	0.315227719393622	0.0766831190530819	0.513972245438439	0.0941169161148566
adamts5.l[adamts5(0.0)]	0.436443145527506	0	0.000525696760368471	0	0.563031157712125
adamts5.s[adamts5(0.0)]	0.562408570934008	0	0.0112196564815021	0	0.42637177258449
adamts6.1[adamts6(0.0)]	0.031457226611072	0.131121034762172	0.00862551582185422	0.547323011592513	0.281473211212389
adamts6.l[adamts6(2e-144)]	0.0469856123652903	0.293420398606802	0.0250993601463863	0.286927897365356	0.347566731516166
adamts7-like.l[adamts7(5e-140)]	0.0690451575940927	0.0131500504856261	0.0658348221474631	0.338046450743579	0.513923519029239
adamts9.s[adamts9(1e-173)]	0	0.48418160645695	0.105206376170913	0.23532951445035	0.175282502921786
adamtsl1.l[adamtsl1(2e-102)]	0.380785034348783	0.00471016382781099	0.012233100139119	0.222631991874869	0.379639709809419
adamtsl4.l[adamtsl4(6e-42)]	0.0481621939971066	0.318590881596187	0	0.482209144499244	0.151037779907462
adamtsl4.s[adamtsl4(4e-45)]	0.0149487584351673	0.295360049697656	0	0.574410307102389	0.115280884764788
adamtsl5.l[adamtsl5(0.0)]	0	0	0.441778401837182	0.558221598162818	0
adamtsl5.s[adamtsl5(1e-67)]	0	0	0.456959763509485	0.543040236490515	0
adap1.l[xb-gene-5838973(0.0)|adap1(1e-44)]	0.205502551406321	0.427748890631706	0.200532064897062	0.142026554974409	0.0241899380905022
adat1.s[adat1(0.0)]	0.134326246999344	0.352938794970025	0.07936908442177	0.177390632023689	0.255975241585171
adat2.l[adat2(4e-169)]	0.167020717881872	0.237630439934521	0.103807120623625	0.34869361688481	0.142848104675172
adck4-like.l[adck4(0.0)]	0.166737096532633	0.240653041507433	0.0943443714217574	0.423038644452435	0.0752268460857418
adcy4-like.l[adcy4(0.0)]	0.152384241772767	0.119756535280955	0.0587169014007625	0.269524879566168	0.399617441979347
adcy4-like.s[adcy4(0.0)]	0.20710998537183	0	0.396533601563811	0.0658565124635232	0.330499900600836
adcy7.l[adcy7(0.0)]	0.139342815911665	0.204210764599712	0.0581339770843023	0.423389491620823	0.174922950783497
add3.l[add3(0.0)]	0.225391590997885	0.197451016380077	0.0868971901259406	0.297280197757304	0.192980004738794
add3.s[add3(0.0)]	0.195496391041757	0.243366266299823	0.082352999698955	0.304723878050401	0.174060464909064
adgb.l[adgb(0.0)]	0.211919975096945	0.215139800852401	0.205783713321039	0.211960202731803	0.155196307997813
adh6.l[adh6(0.0)]	0.263236805683504	0.234556652743049	0.122909576079417	0.25917565472607	0.120121310767961
adi1.l[adi1(2e-55)]	0.212639527545679	0.244172572373213	0.080837389386499	0.334093355856492	0.128257154838117
adk.1[adk(9e-40)]	0.201943869042668	0.262750140964182	0.129665147118512	0.272381510268941	0.133259332605696
adm2.l	0.299405102922966	0.0591913638962618	0.00468222622801445	0	0.636721306952758
adm2.s	0.448160132799456	0.241904503899141	0.00846472538155907	0.185010387054924	0.11646025086492
admp.l[admp(1e-80)]	0	0.0421125966546864	0	0	0.957887403345314
admp.s[admp(6e-79)]	0	0.087198512411001	0	0	0.912801487588999
admp2.l	0.410341752134763	0.412662499490848	0	0.176995748374389	0
adnp.l[adnp(0.0)]	0.203468019221324	0.230626253121375	0.0682922289548724	0.329449020339573	0.168164478362855
adnp.s[adnp(0.0)]	0.199328687455309	0.224543000518	0.0654288230772524	0.342945164620712	0.167754324328727
adnp2.l[adnp2(8e-177)]	0.207096385993276	0.251620649213242	0.0676261126699874	0.347040001093113	0.126616851030382
adnp2.s[adnp2(7e-68)]	0.228940214224929	0.227050467295616	0.0706627089838239	0.340119254663188	0.133227354832443
ado.l[ado(0.0)]	0.279908713583872	0.216998363390257	0.0350836877773031	0.279747952701494	0.188261282547074
ado.s[ado(0.0)]	0.148292377527215	0.291063538699819	0.149359301320727	0.269091991406528	0.142192791045712
adora1.s[adora1(0.0)]	0	0.648541594315665	0	0.20832508308649	0.143133322597845
adora2a.l[adora2a(1e-44)]	0.123135051126642	0	0.63038939199825	0.211731538209959	0.0347440186651501
adora2a.s[adora2a(0.0)]	0	0	0.944363992675893	0	0.055636007324107
adora2b.l[adora2b(0.0)]	0.198066509319602	0.488763224695782	0	0.199500065765547	0.113670200219069
adprhl2.l[adprhl2(0.0)]	0.0626068624741257	0.187408633492721	0.0878797041112141	0.450727804120813	0.211376995801126
adprhl2.s[adprhl2(0.0)]	0.0599892088101264	0.30400296199096	0.0424102658369974	0.376590948636295	0.217006614725621
adprm.l[c17orf48(0.0)]	0.523603492302069	0.119925752189803	0.0464486122576942	0.258385896851383	0.0516362463990508
adrbk2.l[adrbk2(3e-36)]	0.200189868518516	0.134923632264871	0.0728205261239016	0.322216379508514	0.269849593584198
adrbk2.s[adrbk2(0.0)]	0.249443821979467	0	0.0964153217737216	0.318630483821253	0.335510372425558
adrm1.l[adrm1(0.0)]	0.202572319235518	0.219773588077525	0.0895814467434947	0.221407178688079	0.266665467255384
adrm1.s[adrm1(0.0)]	0.120178583440906	0.423347027052459	0.138761822259387	0.170078611883118	0.147633955364129
adsl.l[adsl(0.0)]	0.255696422050534	0.300187396099965	0.120794495442372	0.109490339678634	0.213831346728495
adss.l[adss(0.0)]	0.0906734231078307	0.266548052723102	0.121374709478807	0.376909867201899	0.144493947488361
aen.l[aen(0.0)]	0.104174397011691	0.346051133005071	0.162963051567558	0.361225045231954	0.025586373183725
aen.s	0.213863454651751	0.188960231490663	0	0.323586122848665	0.273590191008921
afap1.l[afap1(1e-31)]	0.150843059632017	0.163921057614339	0.0647121860924172	0.561586114641541	0.0589375820196865
afap1.s[afap1(0.0)]	0.183628436510221	0.176220632770672	0.0353630701240897	0.441344573086032	0.163443287508985
afap1l1.l[afap1l1(6e-43)]	0.112867871876601	0.234876292913288	0.0788061984206	0.463081995673533	0.110367641115978
afap1l1.s[afap1l1(0.0)]	0	0	0.0388731377043861	0.961126862295614	0
aff1.l[aff1(0.0)]	0.0804579856444612	0.31792863428119	0.111391066309307	0.403219481697472	0.0870028320675694
aff2-like.2.s[aff2(0.0)]	0.180210370398087	0.630872727111543	0.0269065972763322	0.162010305214037	0
aff4.l[aff4(2e-57)]	0.149585133975165	0.281557690307522	0.102242750918291	0.320060895311528	0.146553529487494
aff4.s[aff4(0.0)]	0.206923837283502	0.226018510821034	0.0935867939426917	0.303796487939425	0.169674370013347
afg3l1p.1[afg3l1p(0.0)]	0.340463008992655	0.166184504083141	0.0804578895326765	0.270901349164789	0.141993248226737
afg3l1p.s[afg3l1p(0.0)]	0.177055817476795	0.249925580366541	0.120257010491429	0.237994744844576	0.214766846820659
afg3l2.l[afg3l2(0.0)]	0.173361199484137	0.263757114417052	0.114457173728087	0.325461155765725	0.122963356604999
afmid.l[afmid(0.0)]	0.248533644702275	0.292680983265331	0.336951945660364	0.0800348697229779	0.0417985566490516
