GeneNames	NNE	AE	PNP	NB	ANP
adck4-like.l[adck4(0.0)]	0.0436000961424742	0.198854763334535	0.220051393353424	0.302204608440998	0.235289138728568
adcy4-like.l[adcy4(0.0)]	0.0262182490748807	0.103069267682171	0.270779035762367	0.337802669438342	0.262130778042239
adcy4-like.s[adcy4(0.0)]	0.0351944333086802	0.090975720139175	0.503401216111423	0.209826316400351	0.160602314040371
adcy7.l[adcy7(0.0)]	0.0268606058498955	0.128122408193087	0.206578245615062	0.238758671533736	0.399680068808219
add3.l[add3(0.0)]	0.0742536164562587	0.191080579557976	0.151240778649355	0.259349619939127	0.324075405397283
add3.s[add3(0.0)]	0.0475091821019035	0.161681460209966	0.134427691826063	0.308503197591239	0.347878468270829
adgb.l[adgb(0.0)]	0.0653243054640591	0.134511731580293	0.259152871360136	0.302625482600487	0.238385608995025
adh6.l[adh6(0.0)]	0.0654152131752029	0.133720941433937	0.204432447741139	0.323115940521621	0.2733154571281
adh6.s[adh6(0.0)]	0.0157802760079883	0.0704289889749928	0.171854694123363	0.429448008653735	0.312488032239921
adi1.l[adi1(2e-55)]	0.0500557553442891	0.166594364846554	0.13941309519957	0.394655538272138	0.249281246337449
adk.1[adk(9e-40)]	0.122013203717759	0.20185673158108	0.213554626419488	0.214099147304318	0.248476290977355
adm2.s	0.022061281776493	0.153722224346342	0.261927062268674	0.274940801301345	0.287348630307146
admp.l[admp(1e-80)]	0.00726728404047481	0.0228014066106037	0.729901679842288	0	0.240029629506633
admp.s[admp(6e-79)]	0.0133949240250593	0.0111937373688743	0.845980798604878	0	0.129430540001189
admp2.l	0	0.534897660750082	0	0.15022630868884	0.314876030561077
adnp.l[adnp(0.0)]	0.0877177997531019	0.198892879827708	0.176346077072967	0.1652633572565	0.371779886089723
adnp.s[adnp(0.0)]	0.0686247449749855	0.188563532420837	0.194258332417443	0.16052172214771	0.388031668039025
adnp2.l[adnp2(8e-177)]	0.0779435809692555	0.191025882103405	0.193370203157132	0.167522801066025	0.370137532704183
adnp2.s[adnp2(7e-68)]	0.0852953661571339	0.194691604101985	0.18000705714739	0.165084822241459	0.374921150352032
ado.l[ado(0.0)]	0.0644180952091528	0.122454703742781	0.185363608062278	0.24174096659423	0.386022626391558
ado.s[ado(0.0)]	0.16618367018659	0.128904369722329	0.0968251055229455	0.251449030327982	0.356637824240153
adora2a.l[adora2a(1e-44)]	0.0666653032422959	0.0380440361111163	0.342512887487576	0.268157983638018	0.284619789520994
adora2a.s[adora2a(0.0)]	0.0128562245820992	0.11491393677528	0.576031653342018	0	0.296198185300603
adprhl2.l[adprhl2(0.0)]	0.026478678662976	0.123058569894595	0.195514076290164	0.321740030578861	0.333208644573404
adprhl2.s[adprhl2(0.0)]	0.0863959606124874	0.208035416553461	0.0404543486472751	0.276148544375998	0.388965729810779
adprm.l[c17orf48(0.0)]	0.0137026939401307	0.123027908052376	0.166138865207313	0.384378485362723	0.312752047437458
adrbk2.l[adrbk2(3e-36)]	0.0378666142277368	0.109713291130531	0.378965576463051	0.0910253162559704	0.382429201922711
adrbk2.s[adrbk2(0.0)]	0	0.0676035596026197	0.510803369987612	0.376921307513024	0.0446717628967442
adrm1.l[adrm1(0.0)]	0.0945419963630043	0.195303046162375	0.159252280165101	0.321952484371803	0.228950192937717
adrm1.s[adrm1(0.0)]	0.119238089559449	0.246456145999076	0.0704590270062411	0.367339191131649	0.196507546303585
adsl.l[adsl(0.0)]	0.0575615509095184	0.157945931202676	0.114990026597353	0.380373577150785	0.289128914139667
adss.l[adss(0.0)]	0.109159797637089	0.200518149490756	0.205942910699574	0.166059062660505	0.318320079512077
aen.l[aen(0.0)]	0.125074508269363	0.237105284944971	0.162516263514766	0.34326866259991	0.13203528067099
aen.s	0.0962666844360449	0.221326909188986	0.143687498456131	0.269619867397117	0.269099040521721
afap1.l[afap1(1e-31)]	0.0701472762789928	0.337054574830407	0.0470682655302249	0.196704891627031	0.349024991733344
afap1.s[afap1(0.0)]	0.0455132026520727	0.232471793402326	0.200216630328293	0.159902098261691	0.361896275355617
afap1l1.l[afap1l1(6e-43)]	0.0612268066302742	0.0663623981015549	0.553049994362668	0.189118577575552	0.130242223329951
aff1.l[aff1(0.0)]	0.0680667114622415	0.209781859732212	0.168372995580892	0.330807043080519	0.222971390144136
aff4.l[aff4(2e-57)]	0.106383542247496	0.37424891215526	0.139159118398453	0.123103998029589	0.257104429169201
aff4.s[aff4(0.0)]	0.109624409211806	0.283755544686335	0.163374805059017	0.122732025532878	0.320513215509964
afg3l1p.1[afg3l1p(0.0)]	0.0550252689906744	0.154680844538833	0.150060270374425	0.354930187532919	0.285303428563147
afg3l1p.s[afg3l1p(0.0)]	0.0969233747192621	0.181893499115244	0.169836724471911	0.248500468491871	0.302845933201712
afg3l2.l[afg3l2(0.0)]	0.0804237211529573	0.187525975865729	0.20964337454989	0.25178192480549	0.270625003625934
afmid.l[afmid(0.0)]	0.25438872472157	0.270745827599853	0.0982857844353675	0.376579663243209	0
aga.l[aga(0.0)]	0.0411965262016098	0.106498670627875	0.24983689782683	0.337860015111406	0.264607890232279
agbl1-like.s[agbl1(0.0)]	0.0411489301992972	0.137242162073308	0.110139417509584	0.327990518622565	0.383478971595246
