GeneNames	NNE	AE	PNP	NB	ANP
42sp43.l[42sp43(4e-134)]	0.0629767535327675	0.155826089031415	0.137663520113779	0.292937941799794	0.350595695522244
42sp50.l[42sp50(0.0)]	0.0758931759779349	0.146899627604504	0.151183820554477	0.380008815580545	0.246014560282539
6330408a02rik-like.1.s[c19orf68(0.0)]	0.101390431244164	0.252861229494195	0.16815522905612	0.149419080018287	0.328174030187234
6330408a02rik-like.2.s[c19orf68(0.0)]	0.102721615594825	0.187968704891033	0.194922716244181	0.181093148475617	0.333293814794344
a2m.s[a2m(0.0)]	0.0284017991743898	0.378091770076295	0.0484307581490137	0	0.545075672600302
aaas.l[aaas(3e-49)]	0.0549766069765889	0.18674462046268	0.108236877847831	0.36121661945752	0.28882527525538
aacs.l[aacs(0.0)]	0.550035271599525	0.0765120259086069	0.0802254399035314	0.195404461011573	0.0978228015767633
aacs.s[aacs(0.0)]	0.724846828890948	0.181526183029927	0.0226746010375023	0.0646000789201987	0.00635230812142495
aadacl4.s[aadacl4(0.0)]	0.381087659568932	0.298410638253355	0.0907760634310085	0.194373861679122	0.0353517770675833
aadat.l[aadat(0.0)]	0.0765382316411002	0.134915527301842	0.276451214052135	0.240069777570792	0.272025249434131
aadat.s[aadat(0.0)]	0.0801899076907952	0.160803674361744	0.245775767251438	0.28001573754457	0.233214913151453
aaed1.s[c9orf21(1e-158)]	0.139279094164364	0.141203043338297	0.194278402643069	0.349225936042861	0.176013523811409
aagab-like.l[aagab(0.0)]	0.124633525947754	0.171138979717851	0.19265933720895	0.350318762538581	0.161249394586863
aagab-like.s[aagab(0.0)]	0.0924252910332691	0.163973074778711	0.188374542120193	0.340938584215675	0.214288507852153
aak1.l[aak1(9e-42)]	0.169860639504663	0.228339277406182	0.132483618322169	0.27403314745276	0.195283317314226
aak1.s[aak1(0.0)]	0.087741142625597	0.262938552917525	0.151978084732204	0.26266107462102	0.234681145103653
aar2.1[c20orf4(0.0)]	0.0646429547013034	0.205019379474956	0.163798990336194	0.292303380292694	0.274235295194853
aarsd1.l[aarsd1(6e-142)]	0.0668537838712382	0.162471957420802	0.255103864990672	0.26766002933419	0.247910364383098
aasdh-like.l[aasdh(1e-178)]	0.0877142070385549	0.243658110869655	0.174831988972825	0.218481859131146	0.27531383398782
aasdhppt.s[aasdhppt(0.0)]	0.0413769784433159	0.116164624282769	0.157113287769945	0.368717684243449	0.316627425260521
aass.l[aass(0.0)]	0.0848254566719345	0.157080015689561	0.193062598428916	0.246072573126908	0.31895935608268
aatf.s[aatf(3e-67)]	0.0697444032567688	0.167751427628386	0.214725738426256	0.211869340881862	0.335909089806728
aatk-like.l[aatk(9e-122)]	0.24866418927333	0.426485570061935	0.000918075990776073	0.0497272307331546	0.274204933940804
aatk-like.s[aatk(3e-65)]	0	0.00385356463739325	0.547797724468795	0.298082791870854	0.150265919022958
abat.l[abat(0.0)]	0.114132822245424	0.186810491877834	0.179301959296947	0.314635924491942	0.205118802087852
abat.s[abat(5e-56)]	0.0812691843145692	0.20536770356789	0.185106182638289	0.28887038068509	0.239386548794162
abca1.l[abca1(0.0)]	0.0341364593806647	0.273797526541625	0.124932626157051	0.0473360900116409	0.519797297909018
abca1.s[abca1(0.0)]	0.0706102314006364	0.199132396965978	0.117221316249029	0.117226720168518	0.495809335215839
abca2.l[abca2(0.0)]	0.169671146797334	0.10345477284721	0.142436088697373	0.11199977337867	0.472438218279414
abca3-like.l[abca3(1e-49)]	0.155766873733842	0.305971771635204	0.143201119652959	0.156719410551623	0.238340824426372
abca3-like.s[abca3(0.0)]	0.13956578637676	0.331957082868366	0.13848880376613	0.163964017950699	0.226024309038045
abca4.l[abca4(0.0)]	0.0730379516695951	0.118611274907386	0.365945573482082	0.0339229152203371	0.4084822847206
abca5.l[abca5(0.0)]	0.0649014946932033	0.121393207363491	0.348127976390647	0.0447101194431262	0.420867202109532
abca5.s[abca5(0.0)]	0.0608503416182036	0.154706657314138	0.178157580886313	0.350734095155566	0.255551325025779
abca8.l[abca8(0.0)|bcl2l1(1e-140)]	0.129315256174918	0.16474638292459	0.281043217946956	0.219566190166293	0.205328952787243
abcb5.l[ensxetg00000007433(0.0)]	0.00933345551184375	0.506664816816486	0.0518316075715609	0	0.432170120100109
abcb6.l[abcb6(0.0)]	0.02835851505768	0.1213796029717	0.210570084126833	0.350873570294309	0.288818227549479
abcb9.l[abcb9(0.0)]	0.0032444614588666	0.111321667198623	0.225177229236554	0.354273358563232	0.305983283542725
abcc4.l[abcc4(0.0)]	0.0332729157029836	0.144148114436795	0.168676545687928	0.322209912289731	0.331692511882562
abcc4.s[abcc4(0.0)]	0.0152664233499175	0.0983565503869365	0.35526155630141	0.425460346691302	0.105655123270434
abcd2-like.l	0.00549803310965246	0	0.736668650499181	0	0.257833316391167
abcd2-like.s	0	0.000518577645785437	0.376781246391921	0	0.622700175962293
abcd3.s[abcd3(2e-35)]	0.0376734675773586	0.128205228390646	0.271041828098264	0.31309781789764	0.249981658036091
abcd4-like.l[abcd4(0.0)]	0.0597998372466945	0.182956894760006	0.271755838818061	0.103453482519822	0.382033946655416
abce1.l[abce1(0.0)]	0.0800082849828703	0.168520262630994	0.206146445776156	0.273160402847203	0.272164603762777
abce1.s[abce1(0.0)]	0.106063393880446	0.194626722507596	0.197894941708098	0.249895933645674	0.251519008258186
abcf1-like.l[abcf1(4e-78)]	0.0896236716462953	0.214293148895452	0.177841861910109	0.168604803305443	0.3496365142427
abcg2.l[abcg2(0.0)]	0.618198525696931	0.096289223879146	0.154436281762645	0.103347742092659	0.0277282265686192
abcg2.s[abcg2(0.0)]	0.045451367242635	0.130142852221967	0.17777560945145	0.221852429163478	0.42477774192047
abhd11.l[abhd11(0.0)]	0.11277483460097	0.125079447684107	0.17698299253909	0.365144038996595	0.220018686179238
abhd12.l[abhd12(0.0)]	0.053811886745185	0.169797508050163	0.123898654150487	0.374367711538405	0.27812423951576
abhd12.s[abhd12(2e-78)]	0.291494399552062	0.0901281721416963	0.233190383697146	0.226276008680432	0.158911035928663
abhd14a.l[ensxetg00000031804(0.0)]	0.12330172841192	0.220279196148803	0.176850241976816	0.397114646199203	0.0824541872632578
abhd14a.s[ensxetg00000001631(4e-95)|ensxetg00000031804(0.0)]	0.000594001113559864	0.0737137674388045	0.253040307652038	0.430431862109899	0.242220061685699
abhd16a.l[abhd16a(1e-64)]	0.0310368991776118	0.1419076992572	0.180432617934095	0.308226516266781	0.338396267364312
abhd16a.s[abhd16a(0.0)]	0.0546252395840479	0.187944552769263	0.136428405179504	0.326220158012129	0.294781644455056
abhd17a.l[fam108a1(2e-69)]	0.0890852126418361	0.15714360036266	0.173355714376808	0.338544723866368	0.241870748752328
abhd17a.s[fam108a1(0.0)]	0.14938718478259	0.240311463633355	0.131117625954174	0.26871079723457	0.210472928395311
abhd17b.l[fam108b1(4e-66)]	0.108671762543197	0.185514220905211	0.278060158942983	0.166728353051987	0.261025504556622
abhd17b.s[fam108b1(1e-71)]	0.005788117650331	0.298797040328931	0.193190817128219	0.13695498249917	0.365269042393349
abhd17c.l[fam108c1(0.0)]	0.0446500925704016	0.142474203738644	0.156775289044161	0.318420209096163	0.33768020555063
abhd17c.s[fam108c1(0.0)]	0.0500256923772312	0.164172450108693	0.175953786987097	0.285747743899679	0.324100326627299
abhd2.l[abhd2(0.0)]	0.0402780893649553	0.135174189204014	0.264162454400972	0.339320379677684	0.221064887352376
abhd2.s[abhd2(2e-80)]	0.0371592172705278	0.150775817829071	0.196180361732246	0.309059760512279	0.306824842655876
abhd4.1[abhd4(0.0)]	0.189780244164743	0.191297226488154	0.117465055633452	0.263860179903508	0.237597293810144
abhd4.l[abhd4(0.0)]	0.111657888154714	0.151159003831672	0.3170548872937	0.37935103566854	0.0407771850513738
abhd5.l[abhd5(0.0)]	0.138442052739442	0.29120634027083	0.162046949352557	0.25020647900984	0.15809817862733
abi1.l[abi1(2e-153)]	0.132896251244837	0.197434853433566	0.13907161752435	0.213739476379483	0.316857801417764
abi2.l[abi2(0.0)]	0.0559353263576502	0.160387467995744	0.118504824081594	0.280787856575104	0.384384524989907
abi2.s[abi2(0.0)]	0.107846495345219	0.155673200305412	0.144452521475955	0.295049712264261	0.296978070609154
abl1-like.1[abl1(2e-77)]	0.105307068832942	0.257009042683056	0.105674921962101	0.169727220463652	0.362281746058249
abl1-like.s[abl1(0.0)|exosc2(3e-157)]	0.0645185149010422	0.187021503088009	0.14514625913621	0.319001634882775	0.284312087991963
abl2.l[abl2(3e-57)]	0.0954123750378841	0.191688820635682	0.180333791477911	0.204103526008516	0.328461486840008
abl2.s[abl2(0.0)]	0.120560558283912	0.240156026896126	0.153603241946288	0.176357348858006	0.309322824015667
abr.l[abr(3e-125)]	0.0577241093890262	0.144987281601881	0.187895777106689	0.258899046117218	0.350493785785186
abr.s[abr(3e-125)]	0.0418887411518516	0.1262773521069	0.210172333330533	0.173360561465549	0.448301011945166
abra.s[abra(0.0)]	0	0.112313696762501	0.332250360039979	0.00129117658393653	0.554144766613583
abtb1.l[abtb1(0.0)]	0.045551886070466	0.152912924337504	0.197059503500498	0.332750035232054	0.271725650859478
abtb1.s[abtb1(0.0)]	0.0584451355776974	0.0897686302804612	0.278736352409433	0.349615381990264	0.223434499742144
abtb2-like.2.s[abtb2(3e-173)|nat10(8e-72)]	0.0510305818717237	0.173961118121417	0.144274649047571	0.141984392043348	0.48874925891594
acaa1.l[acaa1(2e-114)]	0.0606247435435044	0.172563899681694	0.129461660127087	0.321973996477874	0.31537570016984
acaa2.l[acaa2(0.0)]	0.075280189817516	0.182841508334672	0.220360210001357	0.295174942404262	0.226343149442193
acaa2.s[acaa2(8e-110)]	0.0768490902803334	0.125722022933642	0.170082069746266	0.402124977505226	0.225221839534532
acaca-like.l[acaca(0.0)]	0.0962940525416969	0.15811813106658	0.279018656969533	0.229831881857984	0.236737277564206
acaca-like.s[acaca(0.0)]	0.0715050744380959	0.142690936626611	0.121024583194769	0.350581131305561	0.314198274434963
acacb.l[acacb(0.0)]	0.100088672572019	0.184477916797474	0.174172604538975	0.200057714653897	0.341203091437635
acad10.l[acad10(0.0)]	0.076735396460523	0.176891528484573	0.249369146117934	0.242635767862735	0.254368161074234
acad11.l[acad11(0.0)]	0.0322420328449555	0.0833023197575829	0.225268654834216	0.387849449780104	0.271337542783142
acad8.l[acad8(0.0)]	0.0649336717674128	0.148505929989692	0.239117612148854	0.314212977412032	0.233229808682009
acadl.l[acadl(0.0)]	0.0270929883509292	0.116398238462755	0.254254463248665	0.336091170846746	0.266163139090906
acadm.l[acadm(0.0)]	0.0447394409645927	0.139161042632297	0.231042833208329	0.3117257493219	0.273330933872882
acadm.s[acadm(2e-137)]	0.0916060321667199	0.192525371506493	0.204641310430823	0.26878186046051	0.242445425435455
acads.l[acads(0.0)]	0.0681878934119929	0.144889957886122	0.173476542809101	0.368297704466719	0.245147901426066
acadsb.l[acadsb(0.0)]	0.0369787234388889	0.124909282503654	0.215993825573931	0.363513886028974	0.258604282454552
acap3.l[acap3(0.0)]	0.0198733216141517	0.1021902700038	0.447009974566616	0.161879224999679	0.269047208815753
acat1.1[acat1(0.0)]	0.0275538541519033	0.122211117415313	0.163080391858881	0.40027857848604	0.286876058087863
acat1.s[acat1(0.0)]	0.0583714710235119	0.156265521980208	0.152293841064866	0.39052652439804	0.242542641533374
acat2.l[acat2(0.0)]	0.032311608612126	0.126626225823531	0.175806446311998	0.418967783385576	0.246287935866769
acat2.s[acat2(0.0)]	0.0515642538313196	0.147465481540263	0.187841440525241	0.38270950767253	0.230419316430646
acbd3.l[acbd3(2e-47)]	0.261980989038827	0.304970812908152	0.104015150272612	0.224229185265768	0.104803862514641
acbd3.s[acbd3(0.0)]	0.184742930352742	0.277797505736499	0.0940537015466467	0.297989311099346	0.145416551264766
acbd5.l[acbd5(0.0)]	0.0256495665702872	0.0999525472668127	0.240551251260652	0.338791151815386	0.295055483086862
acbd6.s[acbd6(8e-152)]	0.0685459676203078	0.172995726961478	0.150944541479368	0.342838460603114	0.264675303335732
accs.l[ensxetg00000033705(2e-106)]	0.11095067624909	0.23691440506358	0.112258465201784	0.192450375849357	0.34742607763619
accs.s[ensxetg00000033705(3e-48)]	0.148466992786699	0.29335167139006	0.116508216552801	0.16529503770227	0.276378081568169
acer1.l[acer1(3e-64)]	0.0377114453552656	0.0427927415651933	0.702265794632297	0.0666789943766577	0.150551024070586
acer3.l[acer3(1e-84)]	0.147577535029615	0.192207376922545	0.0897292403219533	0.375210469110829	0.195275378615058
acer3.s[acer3(0.0)]	0.0552565186734642	0.144815412777321	0.154741424892263	0.38828644786019	0.256900195796762
ache.1[ache(0.0)]	0.00576597110965671	0.172083659361976	0.114243940171178	0.487870180765816	0.220036248591374
ackr3.l[cxcr7(0.0)]	0.0191055177084564	0.107059346970319	0.293718696773177	0.471860330306089	0.108256108241958
ackr3.s[cxcr7(0.0)]	0.0559367216823593	0.0608826902393226	0.151735222623372	0.523030766822271	0.208414598632675
acmsd-like.l[acmsd(0.0)]	0.0891686630596509	0.113542639222215	0.0731908802954798	0.724097817422654	0
acmsd-like.s[acmsd(0.0)]	0.102674393587001	0.19298674284677	0.134597051323697	0.405057580581208	0.164684231661324
aco1.l[aco1(0.0)]	0.081598091019697	0.170881179192469	0.230414324077097	0.248075975189151	0.269030430521587
aco2.l[aco2(1e-106)]	0.0949264476944567	0.209146060434621	0.185046664109601	0.289807493851997	0.221073333909323
aco2.s[aco2(2e-98)]	0.114028814135722	0.146704509537363	0.227884581576627	0.161804594787321	0.349577499962966
acot11-like.l[acot11(0.0)]	0.0636776083890975	0.156920457984876	0.176384111112259	0.318628425482406	0.284389397031362
acot12.l[acot12(0.0)]	0.0352832232325544	0.136343494680683	0.165502420273385	0.362046497518222	0.300824364295155
acot13.s[acot13(0.0)]	0.0669334236821684	0.188066208521682	0.201831105371031	0.357502938670705	0.185666323754414
acot2.s[acot2(0.0)]	0.135562383137478	0.18616170952168	0.0671806878642217	0.394085364488201	0.217009854988419
acox2.l[acox2(0.0)|arpc4(7e-26)]	0.113254043895533	0.15989615688795	0.248097783988212	0.241533662024748	0.237218353203557
acoxl.l[acoxl(0.0)]	0.0845564743806518	0.165444148818668	0.16972376960498	0.24981910979837	0.33045649739733
acpp.l	0.591025098151649	0.259154340091122	0.00892240685179035	0.140898154905438	0
acrc.l[igbp1(0.0)]	0.0600041432260306	0.182675987550341	0.241367307147915	0.199799551856725	0.316153010218989
acsf3.s[acsf3(0.0)]	0.0446881027614622	0.143069451552934	0.167227620347815	0.383752932625233	0.261261892712556
acsl4.l[acsl4(1e-119)]	0.00925433002448906	0.136983691019911	0.25519363653144	0.299131306532578	0.299437035891582
acsl4.s[acsl4(0.0)]	0.0768254517436674	0.219288289581199	0.160600966696923	0.216401560617804	0.326883731360407
acsl6.l[acsl6(0.0)]	0.0605147954573236	0.148764707230508	0.229275447244901	0.336787893233846	0.224657156833422
acsm3.l[acsm3(8e-52)]	0.0601586113046362	0.169950593585402	0.269026498708143	0.25546264808829	0.245401648313529
acss1.l[acss1(0.0)]	0.181537920112346	0.11843228591131	0.313860363004802	0.090462492233352	0.295706938738191
acss2-like.l[acss2.1(0.0)]	0.252001081548733	0.280511693540026	0.0992105061100483	0.212642929828371	0.155633788972821
acss3.l[acss3(0.0)]	0.0688077346060227	0.142989796480586	0.232629698638223	0.289346737174199	0.26622603310097
actc1.l[actc1(0.0)]	0.0163604061264085	0	0.849891694251126	0	0.133747899622465
actc1.s[actc1(0.0)]	0.016207729262218	0	0.832626539547856	0	0.151165731189925
actg1.l[actg1(0.0)]	0.0844102772354171	0.139601277754215	0.244489557799897	0.28369381951929	0.247805067691181
actg1.s[actg1(0.0)]	0.0904183408872606	0.12846620202746	0.269445431136866	0.207844646791034	0.30382537915738
actn1.l[actn1(0.0)]	0.408305257779726	0.397434751907553	0.0121252142154627	0.182134776097258	0
actn1.s[actn1(0.0)]	0.235189368299778	0.354025548627297	0.115719447438555	0.160668619035963	0.134397016598406
actn3.l[actn3(3e-63)]	0.130859971308548	0.182260370183134	0.190238227451026	0.096167535348664	0.400473895708629
actn4.l[actn4(0.0)]	0.231665502799057	0.171116606236735	0.140943959270184	0.280503465292926	0.175770466401098
actn4.s[actn4(5e-75)]	0.11971064605017	0.200969874055723	0.15387375898972	0.245069880888818	0.28037584001557
actr10.l[actr10(3e-171)]	0.131532391248654	0.161218000075997	0.177810920261606	0.282531568706793	0.246907119706949
actr10.s[actr10(0.0)]	0.0567067439512977	0.14448931530567	0.197460648966327	0.309230510444386	0.292112781332319
actr1a.l[actr1a(0.0)]	0.0574270223705955	0.163616914421162	0.180433232818003	0.336413031888577	0.262109798501662
actr1a.s[actr1a(1e-64)]	0.166769267219296	0.311955188379793	0.12722499739998	0.264215143216886	0.129835403784045
actr2.l[actr2(2e-79)]	0.100397683414465	0.169629126376771	0.125769496015217	0.326189932272756	0.278013761920792
actr2.s[actr2(0.0)]	0.0856211154822415	0.204869625677648	0.147853283661986	0.260992760262386	0.300663214915738
actr3.l[actr3(2e-42)]	0.0725006299885083	0.16725692294255	0.165715928924252	0.376609777367924	0.217916740776765
actr3.s[actr3(0.0)]	0.0552784770293175	0.145317283603806	0.142505427513256	0.388189001747104	0.268709810106517
actr5.s[actr5(0.0)]	0.0749449696315625	0.228980150384055	0.123891358543303	0.324491827437845	0.247691694003235
actr6.l[actr6(4e-169)]	0.0658976227722511	0.196095364493881	0.227397681712763	0.219707914382564	0.290901416638541
actr8.1	0.0664404630716662	0.173559987754833	0.130682021231539	0.361952462909381	0.267365065032582
acvr1.l[acvr1(3e-91)]	0.129974628084934	0.180697481411899	0.282548875664843	0.0760102166587844	0.33076879817954
acvr1.s[acvr1(0.0)]	0.187847667497714	0.200568058951947	0.223519081357385	0.0336888838314436	0.35437630836151
acvr1b.l[acvr1b(0.0)]	0.267556434662978	0.20670639867369	0.231051159087804	0.0308765469968877	0.263809460578641
acvr1b.s[acvr1b(0.0)]	0.13059895210552	0.202780613993034	0.130282060478387	0.133517557653331	0.402820815769729
acvr2a.l[acvr2a(0.0)]	0.126581933205753	0.237749312141258	0.145302710386534	0.187824564588165	0.302541479678289
acvr2a.s[acvr2a(0.0)]	0.117876320660111	0.226272781214487	0.165715143661546	0.147854167876591	0.342281586587265
acvr2b.l[acvr2b(0.0)]	0.0694756747849519	0.121701729281243	0.23689302814658	0.325613514098114	0.24631605368911
acvr2b.s[acvr2b(0.0)]	0.0783586253535269	0.201205073934761	0.142540553132093	0.226994442174074	0.350901305405545
acy1.1.s[acy1.1(7e-170)]	0.0501368740321146	0.118444240695354	0.285456541020398	0.278301283041903	0.26766106121023
acy3.l[acy3(1e-87)]	0.0974737605250438	0.273020975091569	0.145490557523004	0.412643877265385	0.0713708295949983
adad2.s[adad2(2e-96)]	0.214928897479889	0.158388594829502	0.154842635622899	0.272174072951077	0.199665799116632
adal.l[adal(0.0)]	0.059975602967347	0.146423140351877	0.233697360951843	0.281652147144481	0.278251748584453
adal.s[adal(0.0)]	0.0737238992880932	0.162551237264331	0.239988724615646	0.281154888884514	0.242581249947416
adam10.l[adam10(0.0)]	0.0720511778014498	0.179010825578325	0.164445120104287	0.249809869194178	0.334683007321759
adam10.s[adam10(0.0)]	0.110647804173743	0.219909750752424	0.174752908956176	0.18786133595581	0.306828200161846
adam17.l[adam17(0.0)]	0.128396882705505	0.270233059183071	0.103016369541257	0.233228936182982	0.265124752387185
adam17.s[adam17(0.0)]	0.115331597654058	0.191843536076302	0.150945189767384	0.254742142310614	0.287137534191643
adam19.s[adam19(4e-133)]	0.142910158643927	0.130522986325466	0.192910527604912	0.221879994119836	0.311776333305859
adam9.l[adam9(2e-53)]	0.0666073867141524	0.173977558237065	0.151958384786605	0.251381173165385	0.356075497096793
adam9.s[adam9(2e-116)]	0.160720419678616	0.153254652884764	0.173689592249115	0.193320505665335	0.319014829522171
adamts1.l[adamts1(0.0)]	0.00640226905051005	0.0159678050469372	0.698572883286867	0.158504660492564	0.120552382123122
adamts1.s[adamts1(4e-168)]	0.0030937691427717	0	0.426020667715152	0	0.570885563142076
adamts10-like.l[adamts10(0.0)]	0.00378081486167782	0.0417434456198874	0.184040865465335	0	0.7704348740531
adamts12.l[adamts12(0.0)]	0.0910115086552114	0.225627446180577	0.129928318318819	0.257817158520016	0.295615568325377
adamts16.l[adamts16(3e-90)]	0.0148185143698181	0.0976293741932839	0.226713121490179	0.367966139869586	0.292872850077133
adamts17-like.l[adamts17(0.0)]	0.0471118566576753	0.0763037610332161	0.383002869748127	0.230098955664423	0.263482556896558
adamts17-like.s[adamts17(0.0)]	0.0382312276938231	0.107758743102968	0.285960571567648	0.20601988471727	0.362029572918291
adamts18.l[adamts18(0.0)]	0	0.686893744683327	0.143010890456694	0.0673053697376979	0.102789995122281
adamts18.s[adamts18(0.0)]	0	0.0942590032339415	0.70000472844181	0.205736268324249	0
adamts2.s[adamts2(0.0)]	0.0438074416243187	0.213110724302024	0.186772488398986	0.274141843439667	0.282167502235004
adamts3.l[adamts3(0.0)]	0.0623241610899632	0.206147269886452	0.244407485279362	0.212941871661731	0.274179212082492
adamts5.l[adamts5(0.0)]	0	0	0.898073847045199	0.101926152954801	0
adamts5.s[adamts5(0.0)]	0	0	0.852580302955411	0.0460875961716229	0.101332100872966
adamts6.1[adamts6(0.0)]	0.0352523755080174	0.179251514884507	0.276990340834551	0.339726305164313	0.168779463608612
adamts6.l[adamts6(2e-144)]	0.0840369451484164	0.0934229337728659	0.284382174665081	0.204960806125694	0.333197140287942
adamtsl4.l[adamtsl4(6e-42)]	0.0177012806540126	0	0.00268730930209023	0	0.979611410043897
adamtsl4.s[adamtsl4(4e-45)]	0.0163262985308781	0.00857851259548286	0.244241502973105	0	0.730853685900535
adamtsl5.l[adamtsl5(0.0)]	0.0483568907992382	0.123748934814238	0.148000954446388	0.495329781829728	0.184563438110408
adamtsl5.s[adamtsl5(1e-67)]	0.166804075180846	0.134320521890688	0.144580809283492	0.413771448501519	0.140523145143455
adap1.l[xb-gene-5838973(0.0)|adap1(1e-44)]	0.2028627750355	0.309632463214524	0.18686260528155	0.265105940229351	0.0355362162390756
adat1.s[adat1(0.0)]	0.0280326875660267	0.0997228199945474	0.204100123694824	0.498785277284844	0.169359091459758
adat2.l[adat2(4e-169)]	0.0973229219253155	0.22453804369777	0.161896051252199	0.135549283823522	0.380693699301193
adck2.s[adck2(0.0)]	0.0162648759727141	0.150026942441198	0.047894805904597	0.371696298874627	0.414117076806864
